stem,image_path,n_det_conf25,roya_conf25,coco_conf25,minador_conf25,n_det_conf50,roya_conf50,coco_conf50,minador_conf50
SANAS_NUEVAS_528,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_528.jpg,0,0,0,0,0,0,0,0
SANAS_NUEVAS_533,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_533.jpg,0,0,0,0,0,0,0,0
SANAS_NUEVAS_59,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_59.jpg,0,0,0,0,0,0,0,0
SANAS_SOCORRO_105,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_105.jpg,0,0,0,0,0,0,0,0
SANAS_SOCORRO_107,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_107.jpg,1,0,0,1,0,0,0,0
SANAS_SOCORRO_128,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_128.jpg,0,0,0,0,0,0,0,0
SANAS_SOCORRO_133,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_133.jpg,1,0,1,0,0,0,0,0
SANAS_SOCORRO_203,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_203.jpg,0,0,0,0,0,0,0,0
SANAS_SOCORRO_204,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_204.jpg,0,0,0,0,0,0,0,0
SANAS_SOCORRO_207,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_207.jpg,0,0,0,0,0,0,0,0
SANAS_SOCORRO_387,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_387.jpg,0,0,0,0,0,0,0,0
SANAS_SOCORRO_391,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_391.jpg,0,0,0,0,0,0,0,0
