stem,split_old,split_new,prefix,number,source,roya,coco,minador,group_root
MINADO_RECORTES_68,train,train,MINADO_RECORTES,68,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_78
MINADO_RECORTES_69,test,train,MINADO_RECORTES,69,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_78
MINADO_RECORTES_7,train,train,MINADO_RECORTES,7,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_98
MINADO_RECORTES_70,train,train,MINADO_RECORTES,70,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_78
MINADO_RECORTES_71,train,train,MINADO_RECORTES,71,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_90
MINADO_RECORTES_72,val,train,MINADO_RECORTES,72,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_72
MINADO_RECORTES_73,train,train,MINADO_RECORTES,73,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_72
MINADO_RECORTES_74,train,train,MINADO_RECORTES,74,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_78
MINADO_RECORTES_75,train,train,MINADO_RECORTES,75,rust_and_leaf_miner,0,0,2,SANAS_NUEVAS_489
MINADO_RECORTES_76,train,train,MINADO_RECORTES,76,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_78
MINADO_RECORTES_77,train,train,MINADO_RECORTES,77,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_78
MINADO_RECORTES_78,train,train,MINADO_RECORTES,78,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_78
MINADO_RECORTES_79,train,train,MINADO_RECORTES,79,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_78
MINADO_RECORTES_8,val,train,MINADO_RECORTES,8,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_8
MINADO_RECORTES_80,train,train,MINADO_RECORTES,80,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_94
MINADO_RECORTES_81,val,train,MINADO_RECORTES,81,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_81
MINADO_RECORTES_82,train,train,MINADO_RECORTES,82,rust_and_leaf_miner,0,0,1,MINADO_RECORTES_94
MINADO_RECORTES_83,train,train,MINADO_RECORTES,83,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_3
MINADO_RECORTES_84,train,train,MINADO_RECORTES,84,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_98
MINADO_RECORTES_85,val,train,MINADO_RECORTES,85,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_94
MINADO_RECORTES_86,val,train,MINADO_RECORTES,86,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_94
MINADO_RECORTES_87,train,train,MINADO_RECORTES,87,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_94
MINADO_RECORTES_88,val,train,MINADO_RECORTES,88,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_94
MINADO_RECORTES_89,train,train,MINADO_RECORTES,89,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_94
MINADO_RECORTES_9,train,train,MINADO_RECORTES,9,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_9
MINADO_RECORTES_90,test,train,MINADO_RECORTES,90,rust_and_leaf_miner,0,0,1,MINADO_RECORTES_90
MINADO_RECORTES_91,train,train,MINADO_RECORTES,91,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_94
MINADO_RECORTES_92,train,train,MINADO_RECORTES,92,rust_and_leaf_miner,0,0,1,MINADO_RECORTES_94
MINADO_RECORTES_93,train,train,MINADO_RECORTES,93,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_94
MINADO_RECORTES_94,train,train,MINADO_RECORTES,94,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_94
MINADO_RECORTES_95,test,val,MINADO_RECORTES,95,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_95
MINADO_RECORTES_96,test,test,MINADO_RECORTES,96,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_96
MINADO_RECORTES_97,train,train,MINADO_RECORTES,97,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_98
MINADO_RECORTES_98,val,train,MINADO_RECORTES,98,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_98
MINADO_RECORTES_99,train,train,MINADO_RECORTES,99,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_61
MINEIRO_0,train,train,MINEIRO,0,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_3
MINEIRO_1,test,train,MINEIRO,1,rust_and_leaf_miner,0,0,14,MINADO_RECORTES_3
MINEIRO_10,train,train,MINEIRO,10,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_3
MINEIRO_100,train,train,MINEIRO,100,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_72
MINEIRO_101,train,train,MINEIRO,101,rust_and_leaf_miner,0,0,1,MINADO_RECORTES_72
MINEIRO_102,train,train,MINEIRO,102,rust_and_leaf_miner,0,0,1,MINADO_RECORTES_72
MINEIRO_103,train,train,MINEIRO,103,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_72
MINEIRO_104,train,train,MINEIRO,104,rust_and_leaf_miner,0,0,12,MINADO_RECORTES_72
MINEIRO_105,train,train,MINEIRO,105,rust_and_leaf_miner,0,0,10,MINADO_RECORTES_72
MINEIRO_106,train,train,MINEIRO,106,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_72
MINEIRO_107,train,train,MINEIRO,107,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_72
MINEIRO_108,val,train,MINEIRO,108,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_72
MINEIRO_109,train,train,MINEIRO,109,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_72
MINEIRO_11,train,train,MINEIRO,11,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_3
MINEIRO_110,test,train,MINEIRO,110,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_72
MINEIRO_111,test,train,MINEIRO,111,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_72
MINEIRO_112,test,train,MINEIRO,112,rust_and_leaf_miner,0,0,14,MINADO_RECORTES_72
MINEIRO_113,train,train,MINEIRO,113,rust_and_leaf_miner,0,0,11,MINADO_RECORTES_72
MINEIRO_114,val,train,MINEIRO,114,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_72
MINEIRO_115,train,train,MINEIRO,115,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_72
MINEIRO_116,val,train,MINEIRO,116,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_72
MINEIRO_117,train,train,MINEIRO,117,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_72
MINEIRO_118,train,train,MINEIRO,118,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_72
MINEIRO_119,train,train,MINEIRO,119,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_72
MINEIRO_12,train,train,MINEIRO,12,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_3
MINEIRO_120,test,train,MINEIRO,120,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_61
MINEIRO_121,train,train,MINEIRO,121,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_61
MINEIRO_122,train,train,MINEIRO,122,rust_and_leaf_miner,0,0,10,MINADO_RECORTES_61
MINEIRO_123,train,train,MINEIRO,123,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_61
MINEIRO_124,train,train,MINEIRO,124,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_61
MINEIRO_125,train,train,MINEIRO,125,rust_and_leaf_miner,1,0,8,MINADO_RECORTES_61
MINEIRO_126,train,train,MINEIRO,126,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_61
MINEIRO_127,train,train,MINEIRO,127,rust_and_leaf_miner,0,0,11,MINADO_RECORTES_61
MINEIRO_128,train,train,MINEIRO,128,rust_and_leaf_miner,0,0,10,MINADO_RECORTES_61
MINEIRO_129,train,train,MINEIRO,129,rust_and_leaf_miner,0,0,11,MINADO_RECORTES_61
MINEIRO_13,train,train,MINEIRO,13,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_3
MINEIRO_130,test,train,MINEIRO,130,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_61
MINEIRO_131,train,train,MINEIRO,131,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_61
MINEIRO_133,train,train,MINEIRO,133,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_61
MINEIRO_134,train,train,MINEIRO,134,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_61
MINEIRO_135,train,train,MINEIRO,135,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_61
MINEIRO_136,train,train,MINEIRO,136,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_61
MINEIRO_137,train,train,MINEIRO,137,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_61
MINEIRO_138,train,train,MINEIRO,138,rust_and_leaf_miner,0,0,10,MINADO_RECORTES_61
MINEIRO_139,train,train,MINEIRO,139,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_61
MINEIRO_14,train,train,MINEIRO,14,rust_and_leaf_miner,2,0,1,MINADO_RECORTES_3
MINEIRO_140,test,train,MINEIRO,140,rust_and_leaf_miner,0,0,10,MINADO_RECORTES_8
MINEIRO_141,val,train,MINEIRO,141,rust_and_leaf_miner,0,0,12,MINADO_RECORTES_8
MINEIRO_142,train,train,MINEIRO,142,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_8
MINEIRO_143,test,train,MINEIRO,143,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_8
MINEIRO_144,train,train,MINEIRO,144,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_8
MINEIRO_145,val,train,MINEIRO,145,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_8
MINEIRO_146,train,train,MINEIRO,146,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_8
MINEIRO_147,test,train,MINEIRO,147,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_8
MINEIRO_148,test,train,MINEIRO,148,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_8
MINEIRO_149,train,train,MINEIRO,149,rust_and_leaf_miner,0,0,10,MINADO_RECORTES_8
MINEIRO_15,train,train,MINEIRO,15,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_3
MINEIRO_151,train,train,MINEIRO,151,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_8
MINEIRO_152,train,train,MINEIRO,152,rust_and_leaf_miner,2,0,1,MINADO_RECORTES_8
MINEIRO_153,train,train,MINEIRO,153,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_8
MINEIRO_154,test,train,MINEIRO,154,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_8
MINEIRO_155,train,train,MINEIRO,155,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_8
MINEIRO_156,val,train,MINEIRO,156,rust_and_leaf_miner,0,0,10,MINADO_RECORTES_8
MINEIRO_157,train,train,MINEIRO,157,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_8
MINEIRO_158,train,train,MINEIRO,158,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_8
MINEIRO_159,train,train,MINEIRO,159,rust_and_leaf_miner,2,0,1,MINADO_RECORTES_8
MINEIRO_16,train,train,MINEIRO,16,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_3
MINEIRO_160,train,train,MINEIRO,160,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_98
MINEIRO_161,train,train,MINEIRO,161,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_98
MINEIRO_162,train,train,MINEIRO,162,rust_and_leaf_miner,0,0,15,MINADO_RECORTES_98
MINEIRO_163,train,train,MINEIRO,163,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_98
MINEIRO_164,test,train,MINEIRO,164,rust_and_leaf_miner,0,0,10,MINADO_RECORTES_98
MINEIRO_165,train,train,MINEIRO,165,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_98
MINEIRO_166,train,train,MINEIRO,166,rust_and_leaf_miner,0,0,11,MINADO_RECORTES_98
MINEIRO_167,train,train,MINEIRO,167,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_98
MINEIRO_168,train,train,MINEIRO,168,rust_and_leaf_miner,0,0,14,MINADO_RECORTES_98
MINEIRO_169,test,train,MINEIRO,169,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_98
MINEIRO_17,val,train,MINEIRO,17,rust_and_leaf_miner,0,0,12,MINADO_RECORTES_3
MINEIRO_170,train,train,MINEIRO,170,rust_and_leaf_miner,0,0,1,MINADO_RECORTES_98
MINEIRO_171,val,train,MINEIRO,171,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_98
MINEIRO_172,val,train,MINEIRO,172,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_98
MINEIRO_173,train,train,MINEIRO,173,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_98
MINEIRO_174,test,train,MINEIRO,174,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_98
MINEIRO_175,train,train,MINEIRO,175,rust_and_leaf_miner,0,0,12,MINADO_RECORTES_98
MINEIRO_176,test,train,MINEIRO,176,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_98
MINEIRO_177,train,train,MINEIRO,177,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_98
MINEIRO_178,train,train,MINEIRO,178,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_98
MINEIRO_179,test,train,MINEIRO,179,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_98
MINEIRO_18,train,train,MINEIRO,18,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_3
MINEIRO_180,train,val,MINEIRO,180,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_48
MINEIRO_181,train,val,MINEIRO,181,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_48
MINEIRO_182,train,val,MINEIRO,182,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_48
MINEIRO_183,train,val,MINEIRO,183,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_48
MINEIRO_184,train,val,MINEIRO,184,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_48
MINEIRO_185,train,val,MINEIRO,185,rust_and_leaf_miner,0,0,14,MINADO_RECORTES_48
MINEIRO_186,train,val,MINEIRO,186,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_48
MINEIRO_187,val,val,MINEIRO,187,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_48
MINEIRO_188,train,val,MINEIRO,188,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_48
MINEIRO_189,train,val,MINEIRO,189,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_48
MINEIRO_19,train,train,MINEIRO,19,rust_and_leaf_miner,0,0,12,MINADO_RECORTES_3
MINEIRO_190,train,val,MINEIRO,190,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_48
MINEIRO_191,test,val,MINEIRO,191,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_48
MINEIRO_192,train,val,MINEIRO,192,rust_and_leaf_miner,0,0,10,MINADO_RECORTES_48
MINEIRO_2,train,train,MINEIRO,2,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_3
MINEIRO_20,test,train,MINEIRO,20,rust_and_leaf_miner,0,0,1,MINADO_RECORTES_98
MINEIRO_21,val,train,MINEIRO,21,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_98
MINEIRO_22,train,train,MINEIRO,22,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_98
MINEIRO_23,train,train,MINEIRO,23,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_98
MINEIRO_24,train,train,MINEIRO,24,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_98
MINEIRO_25,train,train,MINEIRO,25,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_98
MINEIRO_26,train,train,MINEIRO,26,rust_and_leaf_miner,0,0,11,MINADO_RECORTES_98
MINEIRO_27,train,train,MINEIRO,27,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_98
MINEIRO_28,train,train,MINEIRO,28,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_98
MINEIRO_29,train,train,MINEIRO,29,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_98
MINEIRO_3,val,train,MINEIRO,3,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_3
MINEIRO_30,train,train,MINEIRO,30,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_98
MINEIRO_31,train,train,MINEIRO,31,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_98
MINEIRO_32,test,train,MINEIRO,32,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_98
MINEIRO_33,test,train,MINEIRO,33,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_98
MINEIRO_34,train,train,MINEIRO,34,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_98
MINEIRO_35,train,train,MINEIRO,35,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_98
MINEIRO_36,train,train,MINEIRO,36,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_98
MINEIRO_37,train,train,MINEIRO,37,rust_and_leaf_miner,0,0,14,MINADO_RECORTES_98
MINEIRO_38,train,train,MINEIRO,38,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_98
MINEIRO_39,train,train,MINEIRO,39,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_98
MINEIRO_4,train,train,MINEIRO,4,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_3
MINEIRO_40,train,val,MINEIRO,40,rust_and_leaf_miner,0,0,4,ROYA_RECORTES_102
MINEIRO_41,train,val,MINEIRO,41,rust_and_leaf_miner,0,0,8,ROYA_RECORTES_102
MINEIRO_42,test,val,MINEIRO,42,rust_and_leaf_miner,0,0,4,ROYA_RECORTES_102
MINEIRO_43,train,val,MINEIRO,43,rust_and_leaf_miner,0,0,4,ROYA_RECORTES_102
MINEIRO_44,val,val,MINEIRO,44,rust_and_leaf_miner,0,0,10,ROYA_RECORTES_102
MINEIRO_45,train,val,MINEIRO,45,rust_and_leaf_miner,0,0,5,ROYA_RECORTES_102
MINEIRO_46,train,val,MINEIRO,46,rust_and_leaf_miner,0,0,5,ROYA_RECORTES_102
MINEIRO_47,train,val,MINEIRO,47,rust_and_leaf_miner,0,0,6,ROYA_RECORTES_102
MINEIRO_48,train,val,MINEIRO,48,rust_and_leaf_miner,0,0,8,ROYA_RECORTES_102
MINEIRO_49,train,val,MINEIRO,49,rust_and_leaf_miner,0,0,5,ROYA_RECORTES_102
MINEIRO_5,train,train,MINEIRO,5,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_3
MINEIRO_50,val,val,MINEIRO,50,rust_and_leaf_miner,0,0,8,ROYA_RECORTES_102
MINEIRO_51,train,val,MINEIRO,51,rust_and_leaf_miner,0,0,11,ROYA_RECORTES_102
MINEIRO_52,val,val,MINEIRO,52,rust_and_leaf_miner,0,0,7,ROYA_RECORTES_102
MINEIRO_53,train,val,MINEIRO,53,rust_and_leaf_miner,0,0,6,ROYA_RECORTES_102
MINEIRO_54,train,val,MINEIRO,54,rust_and_leaf_miner,0,0,8,ROYA_RECORTES_102
MINEIRO_55,train,val,MINEIRO,55,rust_and_leaf_miner,0,0,2,ROYA_RECORTES_102
MINEIRO_56,train,val,MINEIRO,56,rust_and_leaf_miner,0,0,16,ROYA_RECORTES_102
MINEIRO_57,train,val,MINEIRO,57,rust_and_leaf_miner,0,0,13,ROYA_RECORTES_102
MINEIRO_58,train,val,MINEIRO,58,rust_and_leaf_miner,1,0,5,ROYA_RECORTES_102
MINEIRO_59,train,val,MINEIRO,59,rust_and_leaf_miner,0,0,7,ROYA_RECORTES_102
MINEIRO_6,train,train,MINEIRO,6,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_3
MINEIRO_60,train,train,MINEIRO,60,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_90
MINEIRO_61,val,train,MINEIRO,61,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_90
MINEIRO_62,test,train,MINEIRO,62,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_90
MINEIRO_63,test,train,MINEIRO,63,rust_and_leaf_miner,0,0,12,MINADO_RECORTES_90
MINEIRO_64,train,train,MINEIRO,64,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_90
MINEIRO_65,train,train,MINEIRO,65,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_90
MINEIRO_66,test,train,MINEIRO,66,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_90
MINEIRO_67,train,train,MINEIRO,67,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_90
MINEIRO_68,train,train,MINEIRO,68,rust_and_leaf_miner,2,0,1,MINADO_RECORTES_90
MINEIRO_69,test,train,MINEIRO,69,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_90
MINEIRO_7,train,train,MINEIRO,7,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_3
MINEIRO_70,train,train,MINEIRO,70,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_90
MINEIRO_71,train,train,MINEIRO,71,rust_and_leaf_miner,0,0,10,MINADO_RECORTES_90
MINEIRO_72,val,train,MINEIRO,72,rust_and_leaf_miner,0,0,11,MINADO_RECORTES_90
MINEIRO_73,val,train,MINEIRO,73,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_90
MINEIRO_74,train,train,MINEIRO,74,rust_and_leaf_miner,0,0,16,MINADO_RECORTES_90
MINEIRO_75,train,train,MINEIRO,75,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_90
MINEIRO_76,test,train,MINEIRO,76,rust_and_leaf_miner,0,0,12,MINADO_RECORTES_90
MINEIRO_77,val,train,MINEIRO,77,rust_and_leaf_miner,0,0,11,MINADO_RECORTES_90
MINEIRO_78,val,train,MINEIRO,78,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_90
MINEIRO_79,train,train,MINEIRO,79,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_90
MINEIRO_8,test,train,MINEIRO,8,rust_and_leaf_miner,0,0,13,MINADO_RECORTES_3
MINEIRO_80,val,train,MINEIRO,80,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_81
MINEIRO_81,train,train,MINEIRO,81,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_81
MINEIRO_82,train,train,MINEIRO,82,rust_and_leaf_miner,0,0,5,MINADO_RECORTES_81
MINEIRO_83,train,train,MINEIRO,83,rust_and_leaf_miner,0,0,9,MINADO_RECORTES_81
MINEIRO_84,train,train,MINEIRO,84,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_81
MINEIRO_85,train,train,MINEIRO,85,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_81
MINEIRO_86,train,train,MINEIRO,86,rust_and_leaf_miner,0,0,13,MINADO_RECORTES_81
MINEIRO_87,train,train,MINEIRO,87,rust_and_leaf_miner,0,0,4,MINADO_RECORTES_81
MINEIRO_88,val,train,MINEIRO,88,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_81
MINEIRO_89,val,train,MINEIRO,89,rust_and_leaf_miner,0,0,14,MINADO_RECORTES_81
MINEIRO_9,test,train,MINEIRO,9,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_3
MINEIRO_90,train,train,MINEIRO,90,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_81
MINEIRO_91,train,train,MINEIRO,91,rust_and_leaf_miner,0,0,11,MINADO_RECORTES_81
MINEIRO_92,val,train,MINEIRO,92,rust_and_leaf_miner,0,0,13,MINADO_RECORTES_81
MINEIRO_93,train,train,MINEIRO,93,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_81
MINEIRO_94,train,train,MINEIRO,94,rust_and_leaf_miner,0,0,3,MINADO_RECORTES_81
MINEIRO_95,val,train,MINEIRO,95,rust_and_leaf_miner,0,0,2,MINADO_RECORTES_81
MINEIRO_96,val,train,MINEIRO,96,rust_and_leaf_miner,0,0,8,MINADO_RECORTES_81
MINEIRO_97,train,train,MINEIRO,97,rust_and_leaf_miner,0,0,6,MINADO_RECORTES_81
MINEIRO_98,train,train,MINEIRO,98,rust_and_leaf_miner,0,0,15,MINADO_RECORTES_81
MINEIRO_99,train,train,MINEIRO,99,rust_and_leaf_miner,0,0,7,MINADO_RECORTES_81
ROYA_FONDO_1,train,val,ROYA_FONDO,1,rust_and_leaf_miner,8,0,0,ROYA_RECORTES_97
ROYA_FONDO_10,train,val,ROYA_FONDO,10,rust_and_leaf_miner,30,0,0,ROYA_RECORTES_97
ROYA_FONDO_11,train,val,ROYA_FONDO,11,rust_and_leaf_miner,3,0,0,ROYA_RECORTES_97
ROYA_FONDO_12,test,val,ROYA_FONDO,12,rust_and_leaf_miner,6,0,0,ROYA_RECORTES_97
ROYA_FONDO_13,train,val,ROYA_FONDO,13,rust_and_leaf_miner,1,0,0,ROYA_RECORTES_97
ROYA_FONDO_14,test,val,ROYA_FONDO,14,rust_and_leaf_miner,11,0,1,ROYA_RECORTES_97
ROYA_FONDO_15,train,val,ROYA_FONDO,15,rust_and_leaf_miner,14,0,0,ROYA_RECORTES_97
ROYA_FONDO_16,test,val,ROYA_FONDO,16,rust_and_leaf_miner,12,0,0,ROYA_RECORTES_97
ROYA_FONDO_17,val,val,ROYA_FONDO,17,rust_and_leaf_miner,11,0,0,ROYA_RECORTES_97
ROYA_FONDO_18,train,val,ROYA_FONDO,18,rust_and_leaf_miner,15,0,0,ROYA_RECORTES_97
ROYA_FONDO_19,train,val,ROYA_FONDO,19,rust_and_leaf_miner,2,0,0,ROYA_RECORTES_97
ROYA_FONDO_2,train,val,ROYA_FONDO,2,rust_and_leaf_miner,18,0,0,ROYA_RECORTES_97
ROYA_FONDO_20,train,val,ROYA_FONDO,20,rust_and_leaf_miner,15,0,0,COCO_RECORTE_12
ROYA_FONDO_21,test,val,ROYA_FONDO,21,rust_and_leaf_miner,24,0,0,COCO_RECORTE_12
ROYA_FONDO_22,train,val,ROYA_FONDO,22,rust_and_leaf_miner,3,0,0,COCO_RECORTE_12
ROYA_FONDO_23,train,val,ROYA_FONDO,23,rust_and_leaf_miner,9,0,0,COCO_RECORTE_12
ROYA_FONDO_24,train,val,ROYA_FONDO,24,rust_and_leaf_miner,10,0,0,COCO_RECORTE_12
ROYA_FONDO_25,train,val,ROYA_FONDO,25,rust_and_leaf_miner,16,0,0,COCO_RECORTE_12
ROYA_FONDO_26,test,val,ROYA_FONDO,26,rust_and_leaf_miner,24,0,0,COCO_RECORTE_12
ROYA_FONDO_27,val,val,ROYA_FONDO,27,rust_and_leaf_miner,6,0,0,COCO_RECORTE_12
ROYA_FONDO_28,train,val,ROYA_FONDO,28,rust_and_leaf_miner,28,0,0,COCO_RECORTE_12
ROYA_FONDO_29,train,val,ROYA_FONDO,29,rust_and_leaf_miner,5,0,0,COCO_RECORTE_12
ROYA_FONDO_3,train,val,ROYA_FONDO,3,rust_and_leaf_miner,13,0,0,ROYA_RECORTES_97
ROYA_FONDO_30,train,val,ROYA_FONDO,30,rust_and_leaf_miner,11,0,0,COCO_RECORTE_12
ROYA_FONDO_31,train,val,ROYA_FONDO,31,rust_and_leaf_miner,13,0,0,COCO_RECORTE_12
ROYA_FONDO_32,test,val,ROYA_FONDO,32,rust_and_leaf_miner,21,0,0,COCO_RECORTE_12
ROYA_FONDO_33,train,val,ROYA_FONDO,33,rust_and_leaf_miner,17,0,0,COCO_RECORTE_12
ROYA_FONDO_34,test,val,ROYA_FONDO,34,rust_and_leaf_miner,36,0,0,COCO_RECORTE_12
ROYA_FONDO_35,val,val,ROYA_FONDO,35,rust_and_leaf_miner,16,0,0,COCO_RECORTE_12
