crop_stem,crop_split,crop_prefix,parent_stem,parent_split,parent_prefix,inliers,crop_containment_in_parent,area_ratio,evidence_type
ROYA_RECORTES_83,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_85,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_86,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_87,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_88,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_89,train,ROYA_RECORTES,ROYA_FONDO_60,train,ROYA_FONDO,40,1.0,0.7,sift_containment
ROYA_RECORTES_9,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_90,train,ROYA_RECORTES,ROYA_FONDO_68,train,ROYA_FONDO,48,1.0,0.6923076923076923,sift_containment
ROYA_RECORTES_91,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_92,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_93,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_95,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_96,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_98,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_99,train,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_10,val,COCO_RECORTE,ROYA_FONDO_16,test,ROYA_FONDO,31,1.0,2.5,sift_containment
COCO_RECORTE_101,val,COCO_RECORTE,COCO_Muy_A_72,train,COCO_Muy_A,298,1.0,3.125,sift_containment
COCO_RECORTE_102,val,COCO_RECORTE,COCO_Muy_A_72,train,COCO_Muy_A,537,1.0,2.6785714285714284,sift_containment
COCO_RECORTE_105,val,COCO_RECORTE,COCO_Muy_A_75,train,COCO_Muy_A,121,1.0,2.1875,sift_containment
COCO_RECORTE_11,val,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_12,val,COCO_RECORTE,ROYA_FONDO_26,test,ROYA_FONDO,36,1.0,1.875,sift_containment
COCO_RECORTE_127,val,COCO_RECORTE,COCO_P_A_29,val,COCO_P_A,483,1.0,2.142857142857143,sift_containment
COCO_RECORTE_133,val,COCO_RECORTE,COCO_P_A_69,train,COCO_P_A,31,1.0,3.375,sift_containment
COCO_RECORTE_134,val,COCO_RECORTE,MINADOR_56,val,MINADOR,34,1.0,2.142857142857143,sift_containment
COCO_RECORTE_138,val,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_149,val,COCO_RECORTE,COCO_M_A_28,train,COCO_M_A,171,1.0,2.142857142857143,sift_containment
COCO_RECORTE_153,val,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_155,val,COCO_RECORTE,COCO_Muy_A_36,train,COCO_Muy_A,301,1.0,4.0625,sift_containment
COCO_RECORTE_20,val,COCO_RECORTE,COCO_M_A_35,test,COCO_M_A,130,1.0,2.8125,sift_containment
COCO_RECORTE_32,val,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_38,val,COCO_RECORTE,COCO_M_A_59,train,COCO_M_A,54,1.0,4.125,sift_containment
COCO_RECORTE_39,val,COCO_RECORTE,COCO_M_A_59,train,COCO_M_A,72,1.0,2.9464285714285716,sift_containment
COCO_RECORTE_42,val,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_63,val,COCO_RECORTE,COCO_Muy_A_54,test,COCO_Muy_A,43,1.0,1.875,sift_containment
COCO_RECORTE_66,val,COCO_RECORTE,COCO_Muy_A_55,test,COCO_Muy_A,41,1.0,2.5,sift_containment
COCO_RECORTE_79,val,COCO_RECORTE,COCO_Muy_A_60,train,COCO_Muy_A,85,1.0,4.21875,sift_containment
COCO_RECORTE_82,val,COCO_RECORTE,COCO_Muy_A_64,train,COCO_Muy_A,92,1.0,1.875,sift_containment
COCO_RECORTE_84,val,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_87,val,COCO_RECORTE,COCO_Muy_A_65,val,COCO_Muy_A,54,1.0,2.34375,sift_containment
COCO_RECORTE_88,val,COCO_RECORTE,COCO_Muy_A_66,train,COCO_Muy_A,204,1.0,2.5,sift_containment
COCO_RECORTE_91,val,COCO_RECORTE,COCO_Muy_A_67,train,COCO_Muy_A,144,1.0,3.0,sift_containment
COCO_RECORTE_97,val,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_99,val,COCO_RECORTE,COCO_Muy_A_70,test,COCO_Muy_A,151,1.0,2.4107142857142856,sift_containment
MINADO_RECORTES_10,val,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_103,val,MINADO_RECORTES,MINEIRO_131,train,MINEIRO,61,1.0,1.2605985996768485,sift_containment
MINADO_RECORTES_109,val,MINADO_RECORTES,MINADOR_27,train,MINADOR,325,1.0,1.4226283738412973,sift_containment
MINADO_RECORTES_11,val,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_129,val,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_132,val,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_16,val,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_2,val,MINADO_RECORTES,MINEIRO_96,val,MINEIRO,76,1.0,2.8747894441325097,sift_containment
MINADO_RECORTES_29,val,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_32,val,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_35,val,MINADO_RECORTES,ROYA_FONDO_7,train,ROYA_FONDO,33,1.0,2.570508142080821,sift_containment
MINADO_RECORTES_4,val,MINADO_RECORTES,MINEIRO_76,test,MINEIRO,98,1.0,1.7099143164273811,sift_containment
MINADO_RECORTES_43,val,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_46,val,MINADO_RECORTES,MINEIRO_187,val,MINEIRO,78,1.0,1.5358080239970004,sift_containment
MINADO_RECORTES_49,val,MINADO_RECORTES,MINEIRO_37,train,MINEIRO,113,1.0,3.651491738975395,sift_containment
MINADO_RECORTES_51,val,MINADO_RECORTES,MINEIRO_40,train,MINEIRO,83,1.0,1.822164413393383,sift_containment
MINADO_RECORTES_57,val,MINADO_RECORTES,MINADOR_43,train,MINADOR,73,1.0,2.0061572907920513,sift_containment
MINADO_RECORTES_63,val,MINADO_RECORTES,MINADOR_39,train,MINADOR,109,1.0,1.8010201090461395,sift_containment
MINADO_RECORTES_72,val,MINADO_RECORTES,MINEIRO_103,train,MINEIRO,59,1.0,1.4163698606452506,sift_containment
MINADO_RECORTES_8,val,MINADO_RECORTES,MINEIRO_148,test,MINEIRO,100,1.0,1.6848340257496606,sift_containment
MINADO_RECORTES_81,val,MINADO_RECORTES,MINEIRO_91,train,MINEIRO,33,1.0,1.9622496886078375,sift_containment
MINADO_RECORTES_85,val,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_86,val,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_88,val,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_98,val,MINADO_RECORTES,MINEIRO_21,val,MINEIRO,51,1.0,1.2020542920029347,sift_containment
ROYA_RECORTES_1,val,ROYA_RECORTES,MINADOR_53,train,MINADOR,33,1.0,0.8,sift_containment
ROYA_RECORTES_105,val,ROYA_RECORTES,ROYA_MA_18,train,ROYA_MA,53,1.0,0.8888888888888888,sift_containment
ROYA_RECORTES_22,val,ROYA_RECORTES,MINADOR_81,train,MINADOR,32,1.0,0.5714285714285714,sift_containment
ROYA_RECORTES_28,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_30,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_32,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_36,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_38,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_4,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_40,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_43,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_47,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_56,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_61,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_63,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_70,val,ROYA_RECORTES,ROYA_FONDO_4,val,ROYA_FONDO,37,1.0,0.6666666666666666,sift_containment
ROYA_RECORTES_84,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_94,val,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_112,test,COCO_RECORTE,ROYA_FONDO_83,train,ROYA_FONDO,56,1.0,2.142857142857143,sift_containment
COCO_RECORTE_118,test,COCO_RECORTE,COCO_Muy_A_94,val,COCO_Muy_A,128,1.0,3.28125,sift_containment
COCO_RECORTE_120,test,COCO_RECORTE,COCO_Muy_A_99,train,COCO_Muy_A,331,1.0,3.0,sift_containment
COCO_RECORTE_121,test,COCO_RECORTE,COCO_Muy_A_99,train,COCO_Muy_A,73,1.0,2.142857142857143,sift_containment
COCO_RECORTE_122,test,COCO_RECORTE,COCO_Muy_A_101,train,COCO_Muy_A,239,1.0,3.0,sift_containment
COCO_RECORTE_124,test,COCO_RECORTE,COCO_Muy_A_109,train,COCO_Muy_A,280,1.0,2.142857142857143,sift_containment
COCO_RECORTE_13,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_131,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_137,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_140,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_144,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_145,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_154,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_19,test,COCO_RECORTE,COCO_M_A_35,test,COCO_M_A,310,1.0,4.5,sift_containment
COCO_RECORTE_21,test,COCO_RECORTE,COCO_M_A_35,test,COCO_M_A,81,1.0,3.75,sift_containment
COCO_RECORTE_27,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_37,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_45,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_56,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_58,test,COCO_RECORTE,COCO_Muy_A_49,train,COCO_Muy_A,127,1.0,2.1875,sift_containment
COCO_RECORTE_8,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
COCO_RECORTE_86,test,COCO_RECORTE,COCO_Muy_A_65,val,COCO_Muy_A,41,1.0,3.125,sift_containment
COCO_RECORTE_9,test,COCO_RECORTE,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_111,test,MINADO_RECORTES,MINADOR_58,train,MINADOR,240,1.0,2.681430495286548,sift_containment
MINADO_RECORTES_12,test,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_126,test,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_128,test,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_131,test,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_14,test,MINADO_RECORTES,MINADOR_51,train,MINADOR,98,1.0,3.569671734288758,sift_containment
MINADO_RECORTES_22,test,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_25,test,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_3,test,MINADO_RECORTES,MINEIRO_12,train,MINEIRO,107,1.0,1.7394997239563426,sift_containment
MINADO_RECORTES_40,test,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_48,test,MINADO_RECORTES,MINEIRO_188,train,MINEIRO,97,1.0,1.2192320762813817,sift_containment
MINADO_RECORTES_53,test,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_61,test,MINADO_RECORTES,MINEIRO_139,train,MINEIRO,33,1.0,3.0300713871798983,sift_containment
MINADO_RECORTES_69,test,MINADO_RECORTES,,,,0,0.0,0.0,no_parent_found
MINADO_RECORTES_90,test,MINADO_RECORTES,MINEIRO_60,train,MINEIRO,36,1.0,1.9717270262030455,sift_containment
MINADO_RECORTES_95,test,MINADO_RECORTES,MINADOR_75,train,MINADOR,66,1.0,2.006277781632795,sift_containment
MINADO_RECORTES_96,test,MINADO_RECORTES,MINADOR_44,train,MINADOR,33,1.0,1.8544425580079231,sift_containment
ROYA_RECORTES_100,test,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_102,test,ROYA_RECORTES,MINEIRO_53,train,MINEIRO,38,1.0,0.7272727272727273,sift_containment
ROYA_RECORTES_11,test,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_34,test,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_37,test,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_48,test,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_5,test,ROYA_RECORTES,SANAS_NUEVAS_434,test,SANAS_NUEVAS,47,1.0,0.8333333333333334,sift_containment
ROYA_RECORTES_52,test,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_55,test,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_66,test,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_68,test,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_75,test,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_78,test,ROYA_RECORTES,ROYA_FONDO_18,train,ROYA_FONDO,49,1.0,0.5714285714285714,sift_containment
ROYA_RECORTES_79,test,ROYA_RECORTES,,,,0,0.0,0.0,no_parent_found
ROYA_RECORTES_97,test,ROYA_RECORTES,ROYA_FONDO_7,train,ROYA_FONDO,53,1.0,0.6,sift_containment
