stem,split,prefix,trailing_number,source,roya_count,coco_count,minador_count,total_annots,is_background
MINADO_RECORTES_113,train,MINADO_RECORTES,113,rust_and_leaf_miner,0,0,8,8,False
MINADO_RECORTES_114,train,MINADO_RECORTES,114,rust_and_leaf_miner,0,0,8,8,False
MINADO_RECORTES_115,train,MINADO_RECORTES,115,rust_and_leaf_miner,0,0,6,6,False
MINADO_RECORTES_116,train,MINADO_RECORTES,116,rust_and_leaf_miner,0,0,6,6,False
MINADO_RECORTES_117,train,MINADO_RECORTES,117,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_118,train,MINADO_RECORTES,118,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_119,train,MINADO_RECORTES,119,rust_and_leaf_miner,0,0,5,5,False
MINADO_RECORTES_120,train,MINADO_RECORTES,120,rust_and_leaf_miner,0,0,5,5,False
MINADO_RECORTES_121,train,MINADO_RECORTES,121,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_122,train,MINADO_RECORTES,122,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_123,train,MINADO_RECORTES,123,rust_and_leaf_miner,0,0,7,7,False
MINADO_RECORTES_124,train,MINADO_RECORTES,124,rust_and_leaf_miner,0,0,7,7,False
MINADO_RECORTES_125,train,MINADO_RECORTES,125,rust_and_leaf_miner,0,0,9,9,False
MINADO_RECORTES_127,train,MINADO_RECORTES,127,rust_and_leaf_miner,0,0,7,7,False
MINADO_RECORTES_13,train,MINADO_RECORTES,13,rust_and_leaf_miner,0,0,5,5,False
MINADO_RECORTES_130,train,MINADO_RECORTES,130,rust_and_leaf_miner,0,0,8,8,False
MINADO_RECORTES_15,train,MINADO_RECORTES,15,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_17,train,MINADO_RECORTES,17,rust_and_leaf_miner,0,0,5,5,False
MINADO_RECORTES_18,train,MINADO_RECORTES,18,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_19,train,MINADO_RECORTES,19,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_20,train,MINADO_RECORTES,20,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_21,train,MINADO_RECORTES,21,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_23,train,MINADO_RECORTES,23,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_24,train,MINADO_RECORTES,24,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_26,train,MINADO_RECORTES,26,rust_and_leaf_miner,0,0,5,5,False
MINADO_RECORTES_27,train,MINADO_RECORTES,27,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_28,train,MINADO_RECORTES,28,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_30,train,MINADO_RECORTES,30,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_31,train,MINADO_RECORTES,31,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_33,train,MINADO_RECORTES,33,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_34,train,MINADO_RECORTES,34,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_36,train,MINADO_RECORTES,36,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_37,train,MINADO_RECORTES,37,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_38,train,MINADO_RECORTES,38,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_39,train,MINADO_RECORTES,39,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_41,train,MINADO_RECORTES,41,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_42,train,MINADO_RECORTES,42,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_44,train,MINADO_RECORTES,44,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_45,train,MINADO_RECORTES,45,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_47,train,MINADO_RECORTES,47,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_5,train,MINADO_RECORTES,5,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_50,train,MINADO_RECORTES,50,rust_and_leaf_miner,0,0,5,5,False
MINADO_RECORTES_52,train,MINADO_RECORTES,52,rust_and_leaf_miner,0,0,5,5,False
MINADO_RECORTES_54,train,MINADO_RECORTES,54,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_55,train,MINADO_RECORTES,55,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_56,train,MINADO_RECORTES,56,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_58,train,MINADO_RECORTES,58,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_59,train,MINADO_RECORTES,59,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_6,train,MINADO_RECORTES,6,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_60,train,MINADO_RECORTES,60,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_62,train,MINADO_RECORTES,62,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_64,train,MINADO_RECORTES,64,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_65,train,MINADO_RECORTES,65,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_66,train,MINADO_RECORTES,66,rust_and_leaf_miner,0,0,5,5,False
MINADO_RECORTES_67,train,MINADO_RECORTES,67,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_68,train,MINADO_RECORTES,68,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_7,train,MINADO_RECORTES,7,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_70,train,MINADO_RECORTES,70,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_71,train,MINADO_RECORTES,71,rust_and_leaf_miner,0,0,5,5,False
MINADO_RECORTES_73,train,MINADO_RECORTES,73,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_74,train,MINADO_RECORTES,74,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_75,train,MINADO_RECORTES,75,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_76,train,MINADO_RECORTES,76,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_77,train,MINADO_RECORTES,77,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_78,train,MINADO_RECORTES,78,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_79,train,MINADO_RECORTES,79,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_80,train,MINADO_RECORTES,80,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_82,train,MINADO_RECORTES,82,rust_and_leaf_miner,0,0,1,1,False
MINADO_RECORTES_83,train,MINADO_RECORTES,83,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_84,train,MINADO_RECORTES,84,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_87,train,MINADO_RECORTES,87,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_89,train,MINADO_RECORTES,89,rust_and_leaf_miner,0,0,2,2,False
MINADO_RECORTES_9,train,MINADO_RECORTES,9,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_91,train,MINADO_RECORTES,91,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_92,train,MINADO_RECORTES,92,rust_and_leaf_miner,0,0,1,1,False
MINADO_RECORTES_93,train,MINADO_RECORTES,93,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_94,train,MINADO_RECORTES,94,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_97,train,MINADO_RECORTES,97,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_99,train,MINADO_RECORTES,99,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_0,train,MINEIRO,0,rust_and_leaf_miner,0,0,8,8,False
MINEIRO_10,train,MINEIRO,10,rust_and_leaf_miner,0,0,2,2,False
MINEIRO_100,train,MINEIRO,100,rust_and_leaf_miner,0,0,6,6,False
MINEIRO_101,train,MINEIRO,101,rust_and_leaf_miner,0,0,1,1,False
MINEIRO_102,train,MINEIRO,102,rust_and_leaf_miner,0,0,1,1,False
MINEIRO_103,train,MINEIRO,103,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_104,train,MINEIRO,104,rust_and_leaf_miner,0,0,12,12,False
MINEIRO_105,train,MINEIRO,105,rust_and_leaf_miner,0,0,10,10,False
MINEIRO_106,train,MINEIRO,106,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_107,train,MINEIRO,107,rust_and_leaf_miner,0,0,6,6,False
MINEIRO_109,train,MINEIRO,109,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_11,train,MINEIRO,11,rust_and_leaf_miner,0,0,2,2,False
MINEIRO_113,train,MINEIRO,113,rust_and_leaf_miner,0,0,11,11,False
MINEIRO_115,train,MINEIRO,115,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_117,train,MINEIRO,117,rust_and_leaf_miner,0,0,6,6,False
MINEIRO_118,train,MINEIRO,118,rust_and_leaf_miner,0,0,3,3,False
MINEIRO_119,train,MINEIRO,119,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_12,train,MINEIRO,12,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_121,train,MINEIRO,121,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_122,train,MINEIRO,122,rust_and_leaf_miner,0,0,10,10,False
MINEIRO_123,train,MINEIRO,123,rust_and_leaf_miner,0,0,6,6,False
MINEIRO_124,train,MINEIRO,124,rust_and_leaf_miner,0,0,3,3,False
MINEIRO_125,train,MINEIRO,125,rust_and_leaf_miner,1,0,8,9,False
MINEIRO_126,train,MINEIRO,126,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_127,train,MINEIRO,127,rust_and_leaf_miner,0,0,11,11,False
MINEIRO_128,train,MINEIRO,128,rust_and_leaf_miner,0,0,10,10,False
MINEIRO_129,train,MINEIRO,129,rust_and_leaf_miner,0,0,11,11,False
MINEIRO_13,train,MINEIRO,13,rust_and_leaf_miner,0,0,2,2,False
MINEIRO_131,train,MINEIRO,131,rust_and_leaf_miner,0,0,8,8,False
MINEIRO_133,train,MINEIRO,133,rust_and_leaf_miner,0,0,6,6,False
MINEIRO_134,train,MINEIRO,134,rust_and_leaf_miner,0,0,6,6,False
MINEIRO_135,train,MINEIRO,135,rust_and_leaf_miner,0,0,4,4,False
MINEIRO_136,train,MINEIRO,136,rust_and_leaf_miner,0,0,6,6,False
MINEIRO_137,train,MINEIRO,137,rust_and_leaf_miner,0,0,3,3,False
MINEIRO_138,train,MINEIRO,138,rust_and_leaf_miner,0,0,10,10,False
MINEIRO_139,train,MINEIRO,139,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_14,train,MINEIRO,14,rust_and_leaf_miner,2,0,1,3,False
MINEIRO_142,train,MINEIRO,142,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_144,train,MINEIRO,144,rust_and_leaf_miner,0,0,6,6,False
MINEIRO_146,train,MINEIRO,146,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_149,train,MINEIRO,149,rust_and_leaf_miner,0,0,10,10,False
MINEIRO_15,train,MINEIRO,15,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_151,train,MINEIRO,151,rust_and_leaf_miner,0,0,2,2,False
MINEIRO_152,train,MINEIRO,152,rust_and_leaf_miner,2,0,1,3,False
MINEIRO_153,train,MINEIRO,153,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_155,train,MINEIRO,155,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_157,train,MINEIRO,157,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_158,train,MINEIRO,158,rust_and_leaf_miner,0,0,3,3,False
MINEIRO_159,train,MINEIRO,159,rust_and_leaf_miner,2,0,1,3,False
MINEIRO_16,train,MINEIRO,16,rust_and_leaf_miner,0,0,3,3,False
MINEIRO_160,train,MINEIRO,160,rust_and_leaf_miner,0,0,8,8,False
MINEIRO_161,train,MINEIRO,161,rust_and_leaf_miner,0,0,8,8,False
MINEIRO_162,train,MINEIRO,162,rust_and_leaf_miner,0,0,15,15,False
MINEIRO_163,train,MINEIRO,163,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_165,train,MINEIRO,165,rust_and_leaf_miner,0,0,4,4,False
MINEIRO_166,train,MINEIRO,166,rust_and_leaf_miner,0,0,11,11,False
MINEIRO_167,train,MINEIRO,167,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_168,train,MINEIRO,168,rust_and_leaf_miner,0,0,14,14,False
MINEIRO_170,train,MINEIRO,170,rust_and_leaf_miner,0,0,1,1,False
MINEIRO_173,train,MINEIRO,173,rust_and_leaf_miner,0,0,3,3,False
MINEIRO_175,train,MINEIRO,175,rust_and_leaf_miner,0,0,12,12,False
MINEIRO_177,train,MINEIRO,177,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_178,train,MINEIRO,178,rust_and_leaf_miner,0,0,8,8,False
MINEIRO_18,train,MINEIRO,18,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_180,train,MINEIRO,180,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_181,train,MINEIRO,181,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_182,train,MINEIRO,182,rust_and_leaf_miner,0,0,8,8,False
MINEIRO_183,train,MINEIRO,183,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_184,train,MINEIRO,184,rust_and_leaf_miner,0,0,3,3,False
MINEIRO_185,train,MINEIRO,185,rust_and_leaf_miner,0,0,14,14,False
MINEIRO_186,train,MINEIRO,186,rust_and_leaf_miner,0,0,3,3,False
MINEIRO_188,train,MINEIRO,188,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_189,train,MINEIRO,189,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_19,train,MINEIRO,19,rust_and_leaf_miner,0,0,12,12,False
MINEIRO_190,train,MINEIRO,190,rust_and_leaf_miner,0,0,3,3,False
MINEIRO_192,train,MINEIRO,192,rust_and_leaf_miner,0,0,10,10,False
MINEIRO_2,train,MINEIRO,2,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_22,train,MINEIRO,22,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_23,train,MINEIRO,23,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_24,train,MINEIRO,24,rust_and_leaf_miner,0,0,4,4,False
MINEIRO_25,train,MINEIRO,25,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_26,train,MINEIRO,26,rust_and_leaf_miner,0,0,11,11,False
MINEIRO_27,train,MINEIRO,27,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_28,train,MINEIRO,28,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_29,train,MINEIRO,29,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_30,train,MINEIRO,30,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_31,train,MINEIRO,31,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_34,train,MINEIRO,34,rust_and_leaf_miner,0,0,3,3,False
MINEIRO_35,train,MINEIRO,35,rust_and_leaf_miner,0,0,4,4,False
MINEIRO_36,train,MINEIRO,36,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_37,train,MINEIRO,37,rust_and_leaf_miner,0,0,14,14,False
MINEIRO_38,train,MINEIRO,38,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_39,train,MINEIRO,39,rust_and_leaf_miner,0,0,6,6,False
MINEIRO_4,train,MINEIRO,4,rust_and_leaf_miner,0,0,2,2,False
MINEIRO_40,train,MINEIRO,40,rust_and_leaf_miner,0,0,4,4,False
MINEIRO_41,train,MINEIRO,41,rust_and_leaf_miner,0,0,8,8,False
MINEIRO_43,train,MINEIRO,43,rust_and_leaf_miner,0,0,4,4,False
MINEIRO_45,train,MINEIRO,45,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_46,train,MINEIRO,46,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_47,train,MINEIRO,47,rust_and_leaf_miner,0,0,6,6,False
MINEIRO_48,train,MINEIRO,48,rust_and_leaf_miner,0,0,8,8,False
MINEIRO_49,train,MINEIRO,49,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_5,train,MINEIRO,5,rust_and_leaf_miner,0,0,2,2,False
MINEIRO_51,train,MINEIRO,51,rust_and_leaf_miner,0,0,11,11,False
MINEIRO_53,train,MINEIRO,53,rust_and_leaf_miner,0,0,6,6,False
MINEIRO_54,train,MINEIRO,54,rust_and_leaf_miner,0,0,8,8,False
MINEIRO_55,train,MINEIRO,55,rust_and_leaf_miner,0,0,2,2,False
MINEIRO_56,train,MINEIRO,56,rust_and_leaf_miner,0,0,16,16,False
MINEIRO_57,train,MINEIRO,57,rust_and_leaf_miner,0,0,13,13,False
MINEIRO_58,train,MINEIRO,58,rust_and_leaf_miner,1,0,5,6,False
MINEIRO_59,train,MINEIRO,59,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_6,train,MINEIRO,6,rust_and_leaf_miner,0,0,8,8,False
MINEIRO_60,train,MINEIRO,60,rust_and_leaf_miner,0,0,3,3,False
MINEIRO_64,train,MINEIRO,64,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_65,train,MINEIRO,65,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_67,train,MINEIRO,67,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_68,train,MINEIRO,68,rust_and_leaf_miner,2,0,1,3,False
MINEIRO_7,train,MINEIRO,7,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_70,train,MINEIRO,70,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_71,train,MINEIRO,71,rust_and_leaf_miner,0,0,10,10,False
MINEIRO_74,train,MINEIRO,74,rust_and_leaf_miner,0,0,16,16,False
MINEIRO_75,train,MINEIRO,75,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_79,train,MINEIRO,79,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_81,train,MINEIRO,81,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_82,train,MINEIRO,82,rust_and_leaf_miner,0,0,5,5,False
MINEIRO_83,train,MINEIRO,83,rust_and_leaf_miner,0,0,9,9,False
MINEIRO_84,train,MINEIRO,84,rust_and_leaf_miner,0,0,2,2,False
MINEIRO_85,train,MINEIRO,85,rust_and_leaf_miner,0,0,4,4,False
MINEIRO_86,train,MINEIRO,86,rust_and_leaf_miner,0,0,13,13,False
MINEIRO_87,train,MINEIRO,87,rust_and_leaf_miner,0,0,4,4,False
MINEIRO_90,train,MINEIRO,90,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_91,train,MINEIRO,91,rust_and_leaf_miner,0,0,11,11,False
MINEIRO_93,train,MINEIRO,93,rust_and_leaf_miner,0,0,7,7,False
MINEIRO_94,train,MINEIRO,94,rust_and_leaf_miner,0,0,3,3,False
MINEIRO_97,train,MINEIRO,97,rust_and_leaf_miner,0,0,6,6,False
MINEIRO_98,train,MINEIRO,98,rust_and_leaf_miner,0,0,15,15,False
MINEIRO_99,train,MINEIRO,99,rust_and_leaf_miner,0,0,7,7,False
ROYA_FONDO_1,train,ROYA_FONDO,1,rust_and_leaf_miner,8,0,0,8,False
ROYA_FONDO_10,train,ROYA_FONDO,10,rust_and_leaf_miner,30,0,0,30,False
ROYA_FONDO_11,train,ROYA_FONDO,11,rust_and_leaf_miner,3,0,0,3,False
ROYA_FONDO_13,train,ROYA_FONDO,13,rust_and_leaf_miner,1,0,0,1,False
ROYA_FONDO_15,train,ROYA_FONDO,15,rust_and_leaf_miner,14,0,0,14,False
ROYA_FONDO_18,train,ROYA_FONDO,18,rust_and_leaf_miner,15,0,0,15,False
ROYA_FONDO_19,train,ROYA_FONDO,19,rust_and_leaf_miner,2,0,0,2,False
ROYA_FONDO_2,train,ROYA_FONDO,2,rust_and_leaf_miner,18,0,0,18,False
ROYA_FONDO_20,train,ROYA_FONDO,20,rust_and_leaf_miner,15,0,0,15,False
ROYA_FONDO_22,train,ROYA_FONDO,22,rust_and_leaf_miner,3,0,0,3,False
ROYA_FONDO_23,train,ROYA_FONDO,23,rust_and_leaf_miner,9,0,0,9,False
ROYA_FONDO_24,train,ROYA_FONDO,24,rust_and_leaf_miner,10,0,0,10,False
ROYA_FONDO_25,train,ROYA_FONDO,25,rust_and_leaf_miner,16,0,0,16,False
ROYA_FONDO_28,train,ROYA_FONDO,28,rust_and_leaf_miner,28,0,0,28,False
ROYA_FONDO_29,train,ROYA_FONDO,29,rust_and_leaf_miner,5,0,0,5,False
ROYA_FONDO_3,train,ROYA_FONDO,3,rust_and_leaf_miner,13,0,0,13,False
ROYA_FONDO_30,train,ROYA_FONDO,30,rust_and_leaf_miner,11,0,0,11,False
ROYA_FONDO_31,train,ROYA_FONDO,31,rust_and_leaf_miner,13,0,0,13,False
ROYA_FONDO_33,train,ROYA_FONDO,33,rust_and_leaf_miner,17,0,0,17,False
ROYA_FONDO_36,train,ROYA_FONDO,36,rust_and_leaf_miner,9,0,0,9,False
ROYA_FONDO_37,train,ROYA_FONDO,37,rust_and_leaf_miner,23,0,0,23,False
ROYA_FONDO_38,train,ROYA_FONDO,38,rust_and_leaf_miner,2,0,0,2,False
ROYA_FONDO_41,train,ROYA_FONDO,41,rust_and_leaf_miner,18,0,0,18,False
ROYA_FONDO_42,train,ROYA_FONDO,42,rust_and_leaf_miner,27,0,0,27,False
ROYA_FONDO_44,train,ROYA_FONDO,44,rust_and_leaf_miner,11,0,0,11,False
ROYA_FONDO_45,train,ROYA_FONDO,45,rust_and_leaf_miner,12,0,0,12,False
ROYA_FONDO_46,train,ROYA_FONDO,46,rust_and_leaf_miner,1,0,0,1,False
ROYA_FONDO_47,train,ROYA_FONDO,47,rust_and_leaf_miner,8,0,0,8,False
ROYA_FONDO_49,train,ROYA_FONDO,49,rust_and_leaf_miner,1,0,0,1,False
ROYA_FONDO_50,train,ROYA_FONDO,50,rust_and_leaf_miner,11,0,0,11,False
ROYA_FONDO_51,train,ROYA_FONDO,51,rust_and_leaf_miner,36,0,0,36,False
ROYA_FONDO_53,train,ROYA_FONDO,53,rust_and_leaf_miner,14,0,0,14,False
ROYA_FONDO_54,train,ROYA_FONDO,54,rust_and_leaf_miner,32,0,0,32,False
ROYA_FONDO_55,train,ROYA_FONDO,55,rust_and_leaf_miner,23,0,0,23,False
ROYA_FONDO_57,train,ROYA_FONDO,57,rust_and_leaf_miner,9,0,0,9,False
ROYA_FONDO_58,train,ROYA_FONDO,58,rust_and_leaf_miner,16,0,1,17,False
ROYA_FONDO_59,train,ROYA_FONDO,59,rust_and_leaf_miner,23,0,0,23,False
ROYA_FONDO_6,train,ROYA_FONDO,6,rust_and_leaf_miner,5,0,0,5,False
ROYA_FONDO_60,train,ROYA_FONDO,60,rust_and_leaf_miner,24,0,0,24,False
ROYA_FONDO_62,train,ROYA_FONDO,62,rust_and_leaf_miner,5,0,0,5,False
ROYA_FONDO_64,train,ROYA_FONDO,64,rust_and_leaf_miner,5,0,0,5,False
ROYA_FONDO_65,train,ROYA_FONDO,65,rust_and_leaf_miner,15,0,0,15,False
ROYA_FONDO_66,train,ROYA_FONDO,66,rust_and_leaf_miner,6,0,0,6,False
ROYA_FONDO_67,train,ROYA_FONDO,67,rust_and_leaf_miner,7,0,0,7,False
ROYA_FONDO_68,train,ROYA_FONDO,68,rust_and_leaf_miner,16,0,0,16,False
ROYA_FONDO_7,train,ROYA_FONDO,7,rust_and_leaf_miner,10,0,0,10,False
ROYA_FONDO_71,train,ROYA_FONDO,71,rust_and_leaf_miner,5,0,0,5,False
ROYA_FONDO_72,train,ROYA_FONDO,72,rust_and_leaf_miner,13,0,0,13,False
ROYA_FONDO_74,train,ROYA_FONDO,74,rust_and_leaf_miner,7,0,0,7,False
ROYA_FONDO_75,train,ROYA_FONDO,75,rust_and_leaf_miner,27,0,1,28,False
ROYA_FONDO_77,train,ROYA_FONDO,77,rust_and_leaf_miner,13,0,0,13,False
ROYA_FONDO_79,train,ROYA_FONDO,79,rust_and_leaf_miner,13,0,0,13,False
ROYA_FONDO_80,train,ROYA_FONDO,80,rust_and_leaf_miner,2,0,0,2,False
ROYA_FONDO_82,train,ROYA_FONDO,82,rust_and_leaf_miner,4,0,0,4,False
ROYA_FONDO_83,train,ROYA_FONDO,83,rust_and_leaf_miner,11,0,0,11,False
ROYA_FONDO_84,train,ROYA_FONDO,84,rust_and_leaf_miner,27,0,0,27,False
ROYA_FONDO_86,train,ROYA_FONDO,86,rust_and_leaf_miner,9,0,0,9,False
ROYA_FONDO_9,train,ROYA_FONDO,9,rust_and_leaf_miner,4,0,0,4,False
ROYA_FONDO_90,train,ROYA_FONDO,90,rust_and_leaf_miner,17,0,0,17,False
ROYA_FONDO_92,train,ROYA_FONDO,92,rust_and_leaf_miner,18,0,0,18,False
ROYA_FONDO_94,train,ROYA_FONDO,94,rust_and_leaf_miner,14,0,0,14,False
ROYA_MA_10,train,ROYA_MA,10,own_field,25,0,0,25,False
ROYA_MA_12,train,ROYA_MA,12,own_field,11,0,0,11,False
ROYA_MA_16,train,ROYA_MA,16,own_field,5,0,0,5,False
ROYA_MA_17,train,ROYA_MA,17,own_field,21,0,0,21,False
ROYA_MA_18,train,ROYA_MA,18,own_field,25,0,0,25,False
ROYA_MA_19,train,ROYA_MA,19,own_field,26,0,0,26,False
ROYA_MA_2,train,ROYA_MA,2,own_field,19,0,0,19,False
ROYA_MA_21,train,ROYA_MA,21,own_field,7,0,0,7,False
ROYA_MA_22,train,ROYA_MA,22,own_field,8,0,0,8,False
ROYA_MA_23,train,ROYA_MA,23,own_field,5,0,0,5,False
ROYA_MA_24,train,ROYA_MA,24,own_field,9,0,0,9,False
ROYA_MA_25,train,ROYA_MA,25,own_field,29,2,0,31,False
ROYA_MA_26,train,ROYA_MA,26,own_field,31,1,0,32,False
ROYA_MA_27,train,ROYA_MA,27,own_field,23,0,0,23,False
ROYA_MA_28,train,ROYA_MA,28,own_field,10,0,0,10,False
ROYA_MA_29,train,ROYA_MA,29,own_field,27,0,0,27,False
ROYA_MA_3,train,ROYA_MA,3,own_field,21,0,0,21,False
ROYA_MA_30,train,ROYA_MA,30,own_field,44,0,0,44,False
ROYA_MA_31,train,ROYA_MA,31,own_field,9,0,0,9,False
ROYA_MA_32,train,ROYA_MA,32,own_field,21,0,0,21,False
ROYA_MA_34,train,ROYA_MA,34,own_field,13,0,0,13,False
ROYA_MA_35,train,ROYA_MA,35,own_field,24,0,0,24,False
ROYA_MA_36,train,ROYA_MA,36,own_field,50,5,0,55,False
ROYA_MA_39,train,ROYA_MA,39,own_field,25,0,0,25,False
ROYA_MA_4,train,ROYA_MA,4,own_field,20,0,0,20,False
ROYA_MA_42,train,ROYA_MA,42,own_field,41,0,0,41,False
ROYA_MA_43,train,ROYA_MA,43,own_field,6,0,0,6,False
ROYA_MA_48,train,ROYA_MA,48,own_field,21,0,0,21,False
ROYA_MA_49,train,ROYA_MA,49,own_field,44,0,0,44,False
ROYA_MA_5,train,ROYA_MA,5,own_field,23,0,0,23,False
ROYA_MA_50,train,ROYA_MA,50,own_field,21,0,0,21,False
ROYA_MA_53,train,ROYA_MA,53,own_field,28,0,0,28,False
ROYA_MA_54,train,ROYA_MA,54,own_field,37,0,0,37,False
ROYA_MA_55,train,ROYA_MA,55,own_field,20,0,0,20,False
ROYA_MA_57,train,ROYA_MA,57,own_field,31,0,0,31,False
ROYA_MA_60,train,ROYA_MA,60,own_field,9,0,0,9,False
