index,filepath,split,stem
364,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_77.jpg,train,MINADO_RECORTES_77
365,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_78.jpg,train,MINADO_RECORTES_78
366,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_79.jpg,train,MINADO_RECORTES_79
367,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_80.jpg,train,MINADO_RECORTES_80
368,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_82.jpg,train,MINADO_RECORTES_82
369,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_83.jpg,train,MINADO_RECORTES_83
370,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_84.jpg,train,MINADO_RECORTES_84
371,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_87.jpg,train,MINADO_RECORTES_87
372,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_89.jpg,train,MINADO_RECORTES_89
373,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_9.jpg,train,MINADO_RECORTES_9
374,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_91.jpg,train,MINADO_RECORTES_91
375,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_92.jpg,train,MINADO_RECORTES_92
376,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_93.jpg,train,MINADO_RECORTES_93
377,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_94.jpg,train,MINADO_RECORTES_94
378,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_97.jpg,train,MINADO_RECORTES_97
379,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_99.jpg,train,MINADO_RECORTES_99
380,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_1.jpg,train,MINADOR_1
381,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_10.jpg,train,MINADOR_10
382,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_14.jpg,train,MINADOR_14
383,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_2.jpg,train,MINADOR_2
384,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_20.jpg,train,MINADOR_20
385,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_22.jpg,train,MINADOR_22
386,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_23.jpg,train,MINADOR_23
387,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_24.jpg,train,MINADOR_24
388,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_25.jpg,train,MINADOR_25
389,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_26.jpg,train,MINADOR_26
390,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_27.jpg,train,MINADOR_27
391,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_28.jpg,train,MINADOR_28
392,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_3.jpg,train,MINADOR_3
393,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_30.jpg,train,MINADOR_30
394,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_31.jpg,train,MINADOR_31
395,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_33.jpg,train,MINADOR_33
396,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_35.jpg,train,MINADOR_35
397,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_36.jpg,train,MINADOR_36
398,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_37.jpg,train,MINADOR_37
399,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_38.jpg,train,MINADOR_38
400,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_39.jpg,train,MINADOR_39
401,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_4.jpg,train,MINADOR_4
402,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_40.jpg,train,MINADOR_40
403,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_41.jpg,train,MINADOR_41
404,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_43.jpg,train,MINADOR_43
405,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_44.jpg,train,MINADOR_44
406,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_45.jpg,train,MINADOR_45
407,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_46.jpg,train,MINADOR_46
408,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_47.jpg,train,MINADOR_47
409,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_48.jpg,train,MINADOR_48
410,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_49.jpg,train,MINADOR_49
411,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_50.jpg,train,MINADOR_50
412,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_51.jpg,train,MINADOR_51
413,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_53.jpg,train,MINADOR_53
414,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_55.jpg,train,MINADOR_55
415,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_58.jpg,train,MINADOR_58
416,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_59.jpg,train,MINADOR_59
417,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_60.jpg,train,MINADOR_60
418,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_63.jpg,train,MINADOR_63
419,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_65.jpg,train,MINADOR_65
420,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_67.jpg,train,MINADOR_67
421,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_68.jpg,train,MINADOR_68
422,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_69.jpg,train,MINADOR_69
423,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_7.jpg,train,MINADOR_7
424,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_70.jpg,train,MINADOR_70
425,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_73.jpg,train,MINADOR_73
426,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_74.jpg,train,MINADOR_74
427,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_75.jpg,train,MINADOR_75
428,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_76.jpg,train,MINADOR_76
429,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_78.jpg,train,MINADOR_78
430,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_79.jpg,train,MINADOR_79
431,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_8.jpg,train,MINADOR_8
432,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_80.jpg,train,MINADOR_80
433,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_81.jpg,train,MINADOR_81
434,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_82.jpg,train,MINADOR_82
435,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_83.jpg,train,MINADOR_83
436,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_0.jpg,train,MINEIRO_0
437,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_10.jpg,train,MINEIRO_10
438,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_100.jpg,train,MINEIRO_100
439,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_101.jpg,train,MINEIRO_101
440,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_102.jpg,train,MINEIRO_102
441,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_103.jpg,train,MINEIRO_103
442,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_104.jpg,train,MINEIRO_104
443,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_105.jpg,train,MINEIRO_105
444,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_106.jpg,train,MINEIRO_106
445,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_107.jpg,train,MINEIRO_107
446,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_109.jpg,train,MINEIRO_109
447,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_11.jpg,train,MINEIRO_11
448,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_113.jpg,train,MINEIRO_113
449,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_115.jpg,train,MINEIRO_115
450,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_117.jpg,train,MINEIRO_117
451,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_118.jpg,train,MINEIRO_118
452,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_119.jpg,train,MINEIRO_119
453,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_12.jpg,train,MINEIRO_12
454,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_121.jpg,train,MINEIRO_121
455,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_122.jpg,train,MINEIRO_122
456,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_123.jpg,train,MINEIRO_123
457,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_124.jpg,train,MINEIRO_124
458,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_125.jpg,train,MINEIRO_125
459,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_126.jpg,train,MINEIRO_126
460,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_127.jpg,train,MINEIRO_127
461,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_128.jpg,train,MINEIRO_128
462,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_129.jpg,train,MINEIRO_129
463,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_13.jpg,train,MINEIRO_13
464,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_131.jpg,train,MINEIRO_131
465,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_133.jpg,train,MINEIRO_133
466,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_134.jpg,train,MINEIRO_134
467,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_135.jpg,train,MINEIRO_135
468,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_136.jpg,train,MINEIRO_136
469,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_137.jpg,train,MINEIRO_137
470,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_138.jpg,train,MINEIRO_138
471,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_139.jpg,train,MINEIRO_139
472,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_14.jpg,train,MINEIRO_14
473,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_142.jpg,train,MINEIRO_142
474,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_144.jpg,train,MINEIRO_144
475,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_146.jpg,train,MINEIRO_146
476,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_149.jpg,train,MINEIRO_149
477,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_15.jpg,train,MINEIRO_15
478,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_151.jpg,train,MINEIRO_151
479,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_152.jpg,train,MINEIRO_152
480,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_153.jpg,train,MINEIRO_153
481,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_155.jpg,train,MINEIRO_155
482,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_157.jpg,train,MINEIRO_157
483,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_158.jpg,train,MINEIRO_158
484,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_159.jpg,train,MINEIRO_159
485,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_16.jpg,train,MINEIRO_16
486,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_160.jpg,train,MINEIRO_160
487,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_161.jpg,train,MINEIRO_161
488,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_162.jpg,train,MINEIRO_162
489,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_163.jpg,train,MINEIRO_163
490,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_165.jpg,train,MINEIRO_165
491,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_166.jpg,train,MINEIRO_166
492,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_167.jpg,train,MINEIRO_167
493,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_168.jpg,train,MINEIRO_168
494,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_170.jpg,train,MINEIRO_170
495,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_173.jpg,train,MINEIRO_173
496,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_175.jpg,train,MINEIRO_175
497,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_177.jpg,train,MINEIRO_177
498,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_178.jpg,train,MINEIRO_178
499,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_18.jpg,train,MINEIRO_18
500,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_180.jpg,train,MINEIRO_180
501,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_181.jpg,train,MINEIRO_181
502,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_182.jpg,train,MINEIRO_182
503,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_183.jpg,train,MINEIRO_183
504,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_184.jpg,train,MINEIRO_184
505,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_185.jpg,train,MINEIRO_185
506,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_186.jpg,train,MINEIRO_186
507,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_188.jpg,train,MINEIRO_188
508,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_189.jpg,train,MINEIRO_189
509,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_19.jpg,train,MINEIRO_19
510,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_190.jpg,train,MINEIRO_190
511,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_192.jpg,train,MINEIRO_192
512,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_2.jpg,train,MINEIRO_2
513,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_22.jpg,train,MINEIRO_22
514,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_23.jpg,train,MINEIRO_23
515,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_24.jpg,train,MINEIRO_24
516,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_25.jpg,train,MINEIRO_25
517,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_26.jpg,train,MINEIRO_26
518,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_27.jpg,train,MINEIRO_27
519,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_28.jpg,train,MINEIRO_28
520,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_29.jpg,train,MINEIRO_29
521,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_30.jpg,train,MINEIRO_30
522,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_31.jpg,train,MINEIRO_31
523,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_34.jpg,train,MINEIRO_34
524,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_35.jpg,train,MINEIRO_35
525,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_36.jpg,train,MINEIRO_36
526,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_37.jpg,train,MINEIRO_37
527,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_38.jpg,train,MINEIRO_38
528,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_39.jpg,train,MINEIRO_39
529,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_4.jpg,train,MINEIRO_4
530,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_40.jpg,train,MINEIRO_40
531,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_41.jpg,train,MINEIRO_41
532,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_43.jpg,train,MINEIRO_43
533,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_45.jpg,train,MINEIRO_45
534,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_46.jpg,train,MINEIRO_46
535,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_47.jpg,train,MINEIRO_47
536,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_48.jpg,train,MINEIRO_48
537,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_49.jpg,train,MINEIRO_49
538,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_5.jpg,train,MINEIRO_5
539,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_51.jpg,train,MINEIRO_51
540,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_53.jpg,train,MINEIRO_53
541,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_54.jpg,train,MINEIRO_54
542,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_55.jpg,train,MINEIRO_55
543,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_56.jpg,train,MINEIRO_56
544,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_57.jpg,train,MINEIRO_57
545,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_58.jpg,train,MINEIRO_58
546,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_59.jpg,train,MINEIRO_59
547,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_6.jpg,train,MINEIRO_6
548,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_60.jpg,train,MINEIRO_60
549,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_64.jpg,train,MINEIRO_64
550,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_65.jpg,train,MINEIRO_65
551,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_67.jpg,train,MINEIRO_67
552,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_68.jpg,train,MINEIRO_68
553,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_7.jpg,train,MINEIRO_7
554,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_70.jpg,train,MINEIRO_70
