filepath,split,stem,phash,phash_flip,dhash
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_144.jpg,train,MINEIRO_144,17901955095829190796,12477170106141625816,18301756838945684623
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_146.jpg,train,MINEIRO_146,18356818932917901872,12363736513965051685,1835495019746490608
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_149.jpg,train,MINEIRO_149,16899623317713492593,13534108579126955812,10444107935290812656
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_15.jpg,train,MINEIRO_15,16876823243521759337,13790250790884919612,16210984884550532125
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_151.jpg,train,MINEIRO_151,15967384521105818662,12306893894561303410,10352745806994057290
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_152.jpg,train,MINEIRO_152,9539312371548839416,15074998596113074413,4268122973506451827
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_153.jpg,train,MINEIRO_153,16899653726178023064,12669457883487175629,8202434484714632416
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_155.jpg,train,MINEIRO_155,18389253022383509378,12278665693329083090,17433668082054002940
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_157.jpg,train,MINEIRO_157,18129383067227098765,12595675963164642200,7341105886895861809
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_158.jpg,train,MINEIRO_158,18025271750789744338,12642717351853200261,8134841105654408807
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_159.jpg,train,MINEIRO_159,9698327885917976773,15258825048173755792,649384242003491180
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_16.jpg,train,MINEIRO_16,12674484382501146452,18064366028399761985,4064684139865501744
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_160.jpg,train,MINEIRO_160,18028619075865549337,12639299933109309260,3994964409473333579
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_161.jpg,train,MINEIRO_161,17207274642689530609,13518064776051806116,4141333476628035697
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_162.jpg,train,MINEIRO_162,18328700962886491780,12322399705628724177,17430846765617051699
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_163.jpg,train,MINEIRO_163,12651688955250318280,18070272699350437528,3526464436262983736
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_165.jpg,train,MINEIRO_165,18337198049083836995,12333815861652791190,16201937922386618578
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_166.jpg,train,MINEIRO_166,16910318765616044237,13828531387581255064,4141298292459468825
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_167.jpg,train,MINEIRO_167,18024397317146840215,12642959343018826178,3598610259235369010
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_168.jpg,train,MINEIRO_168,12627482441595208086,18044376924055573699,17348095239783987224
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_170.jpg,train,MINEIRO_170,14430584645669906332,11319490977222703049,1962791525244816713
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_173.jpg,train,MINEIRO_173,12669980662620327798,18053103099426953763,54193486042550320
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_175.jpg,train,MINEIRO_175,16916230002125363728,13805451277010308961,17397529539393677425
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_177.jpg,train,MINEIRO_177,13273959076512745618,17104889254683090375,17361650173916242064
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_178.jpg,train,MINEIRO_178,17239674578861671079,13432818651656132562,17348038082358732921
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_18.jpg,train,MINEIRO_18,13768300630244364235,16881604289319262874,12961835759816733171
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_180.jpg,train,MINEIRO_180,18048880708483013270,12622134228731203523,17360526206342819856
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_181.jpg,train,MINEIRO_181,18347807576136012314,12391039278528561995,17431456105883031776
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_182.jpg,train,MINEIRO_182,16895684055516289174,13775616484406627779,17363908587914293264
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_183.jpg,train,MINEIRO_183,18143530238470820880,12582936184000987461,18372703942747677936
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_184.jpg,train,MINEIRO_184,16755510053850110057,13678226790872288300,18010164277032183024
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_185.jpg,train,MINEIRO_185,18366665102230740536,12300163508879985517,18156539604136552683
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_186.jpg,train,MINEIRO_186,12677796000122653477,18061054217505250912,2369069877837222032
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_188.jpg,train,MINEIRO_188,18429187237490316830,12291719160769708907,17935846001188860144
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_189.jpg,train,MINEIRO_189,16890930867443441558,13708307680147327619,17933585181977407538
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_19.jpg,train,MINEIRO_19,16882455332769864372,13771394651651100001,17939212593955928305
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_190.jpg,train,MINEIRO_190,17248998811167005336,13417793747994529669,3490527827028670512
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_192.jpg,train,MINEIRO_192,18317407904933857999,12351614721589682058,17571036761538490879
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_2.jpg,train,MINEIRO_2,18059018519188674663,12667450359923608882,15991995179249499384
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_22.jpg,train,MINEIRO_22,12301002745200693065,18077630906006084124,2364539941806198844
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_23.jpg,train,MINEIRO_23,13807702935088450403,16918759329832738358,9279878768187727904
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_24.jpg,train,MINEIRO_24,12258504017257417441,18395973169774501814,8131403638545119473
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_25.jpg,train,MINEIRO_25,18136525185255509614,12602959373266885179,7270193802879237369
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_26.jpg,train,MINEIRO_26,16888926778995302066,13777866106599934435,17940351825842075728
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_27.jpg,train,MINEIRO_27,18424438408078412484,12314411804188381083,4031269956835668095
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_28.jpg,train,MINEIRO_28,16907223155041868446,12607493595764787147,8210335765527066873
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_29.jpg,train,MINEIRO_29,17170748373249396533,12258681605634185824,17650966815445148144
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_30.jpg,train,MINEIRO_30,17179197526336069262,12339177368312777627,17927949196572815871
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_31.jpg,train,MINEIRO_31,17187289886196537459,13533545868765809958,6444893907891319032
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_34.jpg,train,MINEIRO_34,13517998839699196780,17207270145877909041,16627506380576715890
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_35.jpg,train,MINEIRO_35,18270189031124905251,12166920016031479926,537029880094748991
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_36.jpg,train,MINEIRO_36,18120378510524553474,12550917992074038359,16427140151788236848
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_37.jpg,train,MINEIRO_37,17158116929270159887,13504238257601694554,17359297337848788025
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_38.jpg,train,MINEIRO_38,18021647489073400550,12630508697665309619,7920959448679116914
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_39.jpg,train,MINEIRO_39,12625793661360245639,18044376855201767066,3526495017039329280
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_4.jpg,train,MINEIRO_4,9649664345880707619,13888867920818049906,14094048058413909393
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_40.jpg,train,MINEIRO_40,12364866637156010383,18360192599409958042,6971797377785067640
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_41.jpg,train,MINEIRO_41,18089483577780963463,12568021183342107090,16781723485579010096
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_43.jpg,train,MINEIRO_43,18376604477890351051,12273298792410028702,17433667883479132396
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_45.jpg,train,MINEIRO_45,13791905087599707087,16876083508284282520,17361579675484480608
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_46.jpg,train,MINEIRO_46,12652533689392678692,18069428033910774320,16199589559624591416
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_47.jpg,train,MINEIRO_47,16865846381763402291,13770548305774628710,11004799568835836016
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_48.jpg,train,MINEIRO_48,17161178755624279696,13505614069845085125,4101876410810563647
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_49.jpg,train,MINEIRO_49,16954593027703479986,13699815173664131911,2050488978728611875
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_5.jpg,train,MINEIRO_5,10802585821493331754,13888867899409257082,14107981069761105809
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_51.jpg,train,MINEIRO_51,12648628915599887117,18075373775901531768,6965001690842448048
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_53.jpg,train,MINEIRO_53,13790216843481760920,16876646359569240525,8712443125086863841
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_54.jpg,train,MINEIRO_54,16883860182212778556,13769984785719152489,4142455133209686264
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_55.jpg,train,MINEIRO_55,13466192858580818588,17272661413441687496,8102082248601288928
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_56.jpg,train,MINEIRO_56,12351671878869698358,18319694906364301923,8134812321047691376
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_57.jpg,train,MINEIRO_57,12254194980521368169,18395779569023749948,17361623707824709680
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_58.jpg,train,MINEIRO_58,13767404746504983648,16887074638564262711,15106386819715493939
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_59.jpg,train,MINEIRO_59,18055636558776229412,12378021103127006067,9755872951079463129
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_6.jpg,train,MINEIRO_6,16895965547670722582,13631783029009780033,17941493049917454355
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_60.jpg,train,MINEIRO_60,18404664254160612751,12262974064339380442,7489720199813392327
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_64.jpg,train,MINEIRO_64,18343303186378946661,12376406737395985714,10372336274139312376
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_65.jpg,train,MINEIRO_65,16891212422955376148,13780136769833716545,17362758267156754672
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_67.jpg,train,MINEIRO_67,17178035670086949454,13488827583966531355,8707983593169538160
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_68.jpg,train,MINEIRO_68,9603190109707354943,14993107489568036458,3687085907504622066
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_7.jpg,train,MINEIRO_7,18055390319839186633,12665512496470137740,8351062181456837753
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_70.jpg,train,MINEIRO_70,18104330797845811788,12568092618008217369,8202414982720289821
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_71.jpg,train,MINEIRO_71,18088572597221575311,12568088219986860954,17573244469420419323
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_74.jpg,train,MINEIRO_74,18064366204405125061,12674484017495988880,8354706082845615153
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_75.jpg,train,MINEIRO_75,16878811220533549702,13792485127249645522,17359385300524625944
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_79.jpg,train,MINEIRO_79,13489566465459981281,12565540418887256756,16276269272211972273
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_81.jpg,train,MINEIRO_81,18039877701261007468,12614248467040194361,17574425585393233945
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_82.jpg,train,MINEIRO_82,18059581417642302170,12679269886607084428,1763439590103644411
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_83.jpg,train,MINEIRO_83,18140716485924785816,12291590924912024525,13542575691283878140
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_84.jpg,train,MINEIRO_84,11563422140796462010,17666726725331989575,3804773441881279091
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_85.jpg,train,MINEIRO_85,13794455911750835339,16877967229430745242,8716876442610233536
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_86.jpg,train,MINEIRO_86,17194358383231669833,13532178390720561948,3528810907196520568
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_87.jpg,train,MINEIRO_87,18402499883691331370,12265137289394625071,17357150972167123441
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_90.jpg,train,MINEIRO_90,17181097478318430614,13486821233363438723,17939232178569508888
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_91.jpg,train,MINEIRO_91,12305775543778647768,18415976408704125837,15596234548766237944
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_93.jpg,train,MINEIRO_93,12351913788630601682,18320507359547546246,17363849007757062176
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_94.jpg,train,MINEIRO_94,18339152242076720024,12380554365727853261,17361641180390553840
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_97.jpg,train,MINEIRO_97,12545820395173090034,18108657891457222534,16771660763549464624
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_98.jpg,train,MINEIRO_98,12614007368912521680,16886424423478173317,14022173788302528752
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_99.jpg,train,MINEIRO_99,18127429244375633773,12593332911754500664,8133757031617981680
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_1.jpg,train,ROYA_FONDO_1,12502434048677608820,18290460399834245153,1396662259906834787
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_10.jpg,train,ROYA_FONDO_10,16241254137568614873,12984392038610603148,8176690707469201879
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_11.jpg,train,ROYA_FONDO_11,12624878876041513933,18041843584975298200,1432642384809980163
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_13.jpg,train,ROYA_FONDO_13,17268142781506443781,13470707440416427792,8784808394279416049
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_15.jpg,train,ROYA_FONDO_15,16235339340596763315,13049978482524983270,11383117373580013730
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_18.jpg,train,ROYA_FONDO_18,13817835879635340060,16904126891384543819,207681049814946161
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_19.jpg,train,ROYA_FONDO_19,17325795425793592475,11899849917160922062,6980685389617488518
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_2.jpg,train,ROYA_FONDO_2,16926361774139808360,12660692825899125052,8320674008037910704
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_20.jpg,train,ROYA_FONDO_20,13648651486162493080,16734414571368795020,17437072341700043219
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_22.jpg,train,ROYA_FONDO_22,18061272689990572073,12669699428304506172,1833234252140146897
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_23.jpg,train,ROYA_FONDO_23,16257042699338082700,13027167039535592601,3951970745846905037
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_24.jpg,train,ROYA_FONDO_24,17026287466529724723,13338768642333330534,1763410822914142513
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_25.jpg,train,ROYA_FONDO_25,12640707659232611769,18030307831227570404,17327855721797706018
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_28.jpg,train,ROYA_FONDO_28,12998729460890564732,16244931109569965417,1184693855101924103
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_29.jpg,train,ROYA_FONDO_29,16154869017764194100,13073328025391149665,14583475214666971306
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_3.jpg,train,ROYA_FONDO_3,13780400167419167945,16891460307373101212,13898355775571550401
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_30.jpg,train,ROYA_FONDO_30,18320841470328408632,12328007402600975981,17580063649395828979
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_31.jpg,train,ROYA_FONDO_31,12696715979506740380,16530073877737585089,17285625645374660989
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_33.jpg,train,ROYA_FONDO_33,16314182542688860425,12912607120214224604,12948113328897553255
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_36.jpg,train,ROYA_FONDO_36,12481661362298620380,18186257904507706505,8751044746102208872
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_37.jpg,train,ROYA_FONDO_37,12651403470065448146,18070558506925253063,159016803953043479
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_38.jpg,train,ROYA_FONDO_38,13287239266402995913,17091324291012074380,8712478327782302179
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_41.jpg,train,ROYA_FONDO_41,12568087051177047235,18104330592577216918,592356171200881161
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_42.jpg,train,ROYA_FONDO_42,16747076898522581450,13347759865439951003,17359367570497007712
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_44.jpg,train,ROYA_FONDO_44,13359597276356611213,16731584719561316760,17573574477426484071
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_45.jpg,train,ROYA_FONDO_45,13305200973297179804,17145415505479862729,5863925140365178083
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_46.jpg,train,ROYA_FONDO_46,12483858126768556802,16747347180992110230,9277662555675820041
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_47.jpg,train,ROYA_FONDO_47,13612061733250845752,16839687242506803308,13542852810392002669
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_49.jpg,train,ROYA_FONDO_49,16363710742985656772,13134398039579040915,7093715530856544531
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_50.jpg,train,ROYA_FONDO_50,12639581764584656538,16878512771845823118,3594092974125990147
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_51.jpg,train,ROYA_FONDO_51,16383698415895234945,13117793512403867860,6264763237698924711
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_53.jpg,train,ROYA_FONDO_53,16819748563176631754,12123290393858209935,17362771486762428731
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_54.jpg,train,ROYA_FONDO_54,13460907669572889649,17265557292865845284,3905444191171272932
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_55.jpg,train,ROYA_FONDO_55,16903629096225405985,13817202312230054260,2250103253265741940
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_57.jpg,train,ROYA_FONDO_57,16878015449145010312,12351848707107465693,8606617064762276159
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_58.jpg,train,ROYA_FONDO_58,18356870061170346556,12364034962682978153,18442518646209833187
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_59.jpg,train,ROYA_FONDO_59,16760013086645127015,13673722658770178610,2242573248420019257
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_6.jpg,train,ROYA_FONDO_6,13563929281256472974,16819137579971157659,16348278581994047161
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_60.jpg,train,ROYA_FONDO_60,17898314394497568169,12481377047083260648,16208728720545997027
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_62.jpg,train,ROYA_FONDO_62,16733273558748127661,13649516500154000632,4574945695592101663
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_64.jpg,train,ROYA_FONDO_64,13646965311121403265,16732728523028789460,4175084111426281569
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_65.jpg,train,ROYA_FONDO_65,16948688386515626160,13646055439393633765,536466982950433840
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_66.jpg,train,ROYA_FONDO_66,17351392004154816615,12508979334023097650,16120899800440270967
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_67.jpg,train,ROYA_FONDO_67,12621567430633352301,16878794178234824760,3486028746851999758
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_68.jpg,train,ROYA_FONDO_68,17269264365388208713,13468460128689967004,18010128662995695864
