crop_path,crop_split,crop_stem,parent_path,parent_split,parent_stem,evidence,sift_inliers,containment_a_in_b,containment_b_in_a,area_ratio
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_423.jpg,val,SANAS_NUEVAS_423,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_261.jpg,train,SANAS_SOCORRO_261,sift_containment,171,0.9960682,1.5494394,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_510.jpg,test,SANAS_NUEVAS_510,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_370.jpg,train,SANAS_SOCORRO_370,sift_containment,123,0.8462338,0.5641559,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_600.jpg,train,SANAS_NUEVAS_600,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_598.jpg,val,SANAS_NUEVAS_598,sift_containment,78,0.8845882,0.8108725,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_424.jpg,train,SANAS_NUEVAS_424,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_422.jpg,test,SANAS_NUEVAS_422,sift_containment,73,0.6923744,0.80777013,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_344.jpg,test,SANAS_NUEVAS_344,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_348.jpg,train,SANAS_NUEVAS_348,sift_containment,1092,0.8485876,0.5455206,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_374.jpg,test,SANAS_NUEVAS_374,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_200.jpg,train,SANAS_SOCORRO_200,sift_containment,260,0.99932724,0.9224559,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_580.jpg,train,SANAS_NUEVAS_580,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_470.jpg,val,SANAS_SOCORRO_470,sift_containment,805,0.99976933,0.72710496,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_415.jpg,train,SANAS_NUEVAS_415,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_252.jpg,val,SANAS_SOCORRO_252,sift_containment,156,0.9993117,0.85655284,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_255.jpg,train,SANAS_SOCORRO_255,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_417.jpg,val,SANAS_NUEVAS_417,sift_containment,226,0.79516906,0.79516906,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_445.jpg,val,SANAS_NUEVAS_445,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_287.jpg,train,SANAS_SOCORRO_287,sift_containment,80,1.0,1.2,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_183.jpg,train,SANAS_SOCORRO_183,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_174.jpg,test,SANAS_SOCORRO_174,sift_containment,35,0.67960143,0.7475616,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_427.jpg,val,SANAS_NUEVAS_427,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_266.jpg,train,SANAS_SOCORRO_266,sift_containment,304,0.999437,1.4991554,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_P_A_17.jpg,test,COCO_P_A_17,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_P_A_28.jpg,val,COCO_P_A_28,sift_containment,117,0.9438336,0.85803056,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_266.jpg,val,SANAS_NUEVAS_266,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_35.jpg,train,SANAS_SOCORRO_35,sift_containment,396,0.9829366,1.4197973,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_P_A_48.jpg,test,COCO_P_A_48,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_P_A_4.jpg,val,COCO_P_A_4,sift_containment,373,0.95888424,0.8629958,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_425.jpg,val,SANAS_NUEVAS_425,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_263.jpg,train,SANAS_SOCORRO_263,sift_containment,69,0.97917694,1.2462251,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_319.jpg,train,SANAS_NUEVAS_319,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_321.jpg,val,SANAS_NUEVAS_321,sift_containment,1519,0.8601798,0.80283445,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_370.jpg,val,SANAS_NUEVAS_370,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_195.jpg,train,SANAS_SOCORRO_195,sift_containment,1533,0.99923754,1.4988563,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_323.jpg,train,SANAS_SOCORRO_323,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_324.jpg,test,SANAS_SOCORRO_324,sift_containment,84,0.7524676,1.1287013,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_340.jpg,train,SANAS_NUEVAS_340,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_158.jpg,val,SANAS_SOCORRO_158,sift_containment,2314,0.9993515,0.6662343,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_298.jpg,val,SANAS_SOCORRO_298,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_296.jpg,train,SANAS_SOCORRO_296,sift_containment,92,0.9129006,1.0270132,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_390.jpg,test,SANAS_NUEVAS_390,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_220.jpg,train,SANAS_SOCORRO_220,sift_containment,51,0.9996802,0.69208634,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_430.jpg,test,SANAS_SOCORRO_430,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_427.jpg,train,SANAS_SOCORRO_427,sift_containment,3052,0.9267865,0.9267865,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_351.jpg,train,SANAS_NUEVAS_351,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_171.jpg,val,SANAS_SOCORRO_171,sift_containment,593,0.99920404,0.74940306,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINEIRO_20.jpg,test,MINEIRO_20,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_170.jpg,train,MINEIRO_170,sift_containment,1020,0.99881625,0.8989346,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_P_A_74.jpg,train,COCO_P_A_74,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_P_A_55.jpg,val,COCO_P_A_55,sift_containment,513,1.0,0.9,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_486.jpg,test,SANAS_NUEVAS_486,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_338.jpg,val,SANAS_SOCORRO_338,sift_containment,712,0.85683537,0.85683537,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_389.jpg,test,SANAS_SOCORRO_389,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_388.jpg,train,SANAS_SOCORRO_388,sift_containment,179,0.74818325,0.47611663,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_421.jpg,val,SANAS_NUEVAS_421,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_259.jpg,train,SANAS_SOCORRO_259,sift_containment,144,0.6083559,1.0428958,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_353.jpg,train,SANAS_NUEVAS_353,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_175.jpg,val,SANAS_SOCORRO_175,sift_containment,1073,0.99896497,0.73257434,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_544.jpg,train,SANAS_NUEVAS_544,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_422.jpg,test,SANAS_SOCORRO_422,sift_containment,1463,0.7677042,1.1942065,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_84.jpg,train,MINEIRO_84,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINEIRO_95.jpg,val,MINEIRO_95,sift_containment,1088,0.9143366,0.9143366,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_447.jpg,val,SANAS_NUEVAS_447,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_291.jpg,train,SANAS_SOCORRO_291,sift_containment,339,0.9990517,1.4985776,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_111.jpg,test,SANAS_SOCORRO_111,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_113.jpg,train,SANAS_SOCORRO_113,sift_containment,1937,0.99818486,0.99818486,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_326.jpg,test,SANAS_SOCORRO_142,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_142.jpg,train,SANAS_NUEVAS_326,sift_containment,2124,0.9998542,1.0831754,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_P_A_13.jpg,train,COCO_P_A_46,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_P_A_46.jpg,test,COCO_P_A_13,sift_containment,262,1.0,1.0,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_261.jpg,test,SANAS_NUEVAS_261,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_25.jpg,train,SANAS_SOCORRO_25,sift_containment,841,0.7446559,0.67695993,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_331.jpg,train,SANAS_SOCORRO_147,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_147.jpg,test,SANAS_NUEVAS_331,sift_containment,3478,0.9997923,0.7855511,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_296.jpg,val,SANAS_NUEVAS_296,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_304.jpg,train,SANAS_NUEVAS_304,sift_containment,136,0.8142373,0.876871,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_17.jpg,train,SANAS_SOCORRO_17,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_13.jpg,test,SANAS_SOCORRO_13,sift_containment,220,0.77575314,1.1205324,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_163.jpg,test,SANAS_SOCORRO_163,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_162.jpg,train,SANAS_SOCORRO_162,sift_containment,2166,0.81895727,0.727962,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_620.jpg,val,SANAS_NUEVAS_620,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_518.jpg,train,SANAS_SOCORRO_518,sift_containment,77,0.99860835,1.5533907,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_MA_50.jpg,train,ROYA_MA_50,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_MA_37.jpg,val,ROYA_MA_37,sift_containment,1045,1.0,0.8888889,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_417.jpg,val,SANAS_NUEVAS_417,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_254.jpg,train,SANAS_SOCORRO_254,sift_containment,306,0.99830204,1.3726653,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_P_A_48.jpg,train,COCO_P_A_7,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_P_A_7.jpg,test,COCO_P_A_48,sift_containment,936,1.0,0.9,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_68.jpg,train,ROYA_FONDO_68,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_FONDO_81.jpg,val,ROYA_FONDO_81,sift_containment,64,0.9999999,0.8888888,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_204.jpg,val,SANAS_SOCORRO_204,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_201.jpg,train,SANAS_SOCORRO_201,sift_containment,69,0.80370265,1.205554,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_54.jpg,train,MINEIRO_54,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_425.jpg,val,SANAS_NUEVAS_425,resolution_ratio,18,1.8165226e-08,3.633045e-08,2.0
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_347.jpg,train,SANAS_NUEVAS_347,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_164.jpg,test,SANAS_SOCORRO_164,sift_containment,685,0.6804562,0.7423159,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_295.jpg,test,SANAS_SOCORRO_295,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_292.jpg,train,SANAS_SOCORRO_292,sift_containment,76,0.85113513,0.77375925,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_110.jpg,train,MINADO_RECORTES_110,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADO_RECORTES_109.jpg,val,MINADO_RECORTES_109,sift_containment,524,0.9989959,0.9989959,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_436.jpg,test,SANAS_SOCORRO_437,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_437.jpg,train,SANAS_SOCORRO_436,sift_containment,1415,0.9175208,1.032211,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_341.jpg,train,SANAS_NUEVAS_341,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_167.jpg,val,SANAS_SOCORRO_167,sift_containment,1547,0.9719404,0.9025161,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_436.jpg,train,SANAS_NUEVAS_436,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_437.jpg,test,SANAS_NUEVAS_437,sift_containment,241,0.9148577,0.9852314,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_307.jpg,train,SANAS_NUEVAS_307,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_109.jpg,test,SANAS_SOCORRO_109,sift_containment,626,0.8824868,1.123165,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_62.jpg,val,SANAS_SOCORRO_62,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_64.jpg,train,SANAS_SOCORRO_64,sift_containment,245,0.8872684,0.9679292,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_428.jpg,train,SANAS_SOCORRO_428,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_429.jpg,test,SANAS_SOCORRO_429,sift_containment,2336,0.9048006,1.005334,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_422.jpg,test,SANAS_NUEVAS_422,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_260.jpg,train,SANAS_SOCORRO_260,sift_containment,191,0.99604595,0.6640306,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_406.jpg,test,SANAS_SOCORRO_241,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_241.jpg,train,SANAS_NUEVAS_406,sift_containment,105,0.99681556,1.3955418,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_449.jpg,train,SANAS_SOCORRO_449,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_450.jpg,test,SANAS_SOCORRO_450,sift_containment,448,0.645808,1.0763466,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_446.jpg,val,SANAS_NUEVAS_446,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_289.jpg,train,SANAS_SOCORRO_289,sift_containment,219,0.99939805,1.3741723,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_89.jpg,train,SANAS_SOCORRO_89,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_90.jpg,val,SANAS_SOCORRO_90,sift_containment,4266,0.8425527,0.8425527,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_54.jpg,train,COCO_M_A_54,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_Muy_A_76.jpg,val,COCO_Muy_A_76,sift_containment,30,0.89579064,0.79625833,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_311.jpg,val,SANAS_NUEVAS_311,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_119.jpg,train,SANAS_SOCORRO_119,sift_containment,237,0.96484077,1.1402664,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_234.jpg,test,SANAS_SOCORRO_234,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_400.jpg,train,SANAS_NUEVAS_400,sift_containment,187,1.0,1.0,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_457.jpg,val,SANAS_NUEVAS_457,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_303.jpg,train,SANAS_SOCORRO_303,sift_containment,855,0.9993362,1.3324482,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_413.jpg,val,SANAS_NUEVAS_413,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_249.jpg,train,SANAS_SOCORRO_249,sift_containment,315,0.99910766,1.0823666,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_277.jpg,train,SANAS_NUEVAS_277,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_53.jpg,val,SANAS_SOCORRO_53,sift_containment,413,0.9997797,0.6427155,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_270.jpg,train,SANAS_NUEVAS_270,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_269.jpg,test,SANAS_NUEVAS_269,sift_containment,477,0.98041856,1.2478054,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_113.jpg,train,SANAS_SOCORRO_113,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_90.jpg,val,SANAS_SOCORRO_90,sift_containment,278,0.74023604,0.74023604,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_P_A_39.jpg,test,COCO_P_A_39,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_78.jpg,train,COCO_M_A_78,sift_containment,735,1.0,0.8888889,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_404.jpg,test,SANAS_SOCORRO_404,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_401.jpg,train,SANAS_SOCORRO_401,sift_containment,328,0.972772,0.86468625,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_608.jpg,val,SANAS_NUEVAS_608,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_504.jpg,train,SANAS_SOCORRO_504,sift_containment,981,0.9987717,1.2711641,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_381.jpg,train,SANAS_NUEVAS_381,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_210.jpg,test,SANAS_SOCORRO_210,sift_containment,550,0.9241224,1.2937714,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_355.jpg,test,SANAS_NUEVAS_355,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_177.jpg,train,SANAS_SOCORRO_177,sift_containment,459,0.999331,0.8455878,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_138.jpg,test,SANAS_SOCORRO_138,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_323.jpg,train,SANAS_NUEVAS_323,sift_containment,663,0.9993238,0.785183,
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_211.jpg,train,SANAS_SOCORRO_211,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_385.jpg,test,SANAS_NUEVAS_385,sift_containment,223,0.88609844,0.9542599,
