stem,split,session_id,timestamp_used,session_source
MINEIRO_55,train,unplaceable,,unplaceable
MINEIRO_56,train,unplaceable,,unplaceable
MINEIRO_57,train,unplaceable,,unplaceable
MINEIRO_58,train,unplaceable,,unplaceable
MINEIRO_59,train,unplaceable,,unplaceable
MINEIRO_6,train,unplaceable,,unplaceable
MINEIRO_60,train,unplaceable,,unplaceable
MINEIRO_64,train,unplaceable,,unplaceable
MINEIRO_65,train,unplaceable,,unplaceable
MINEIRO_67,train,unplaceable,,unplaceable
MINEIRO_68,train,unplaceable,,unplaceable
MINEIRO_7,train,unplaceable,,unplaceable
MINEIRO_70,train,unplaceable,,unplaceable
MINEIRO_71,train,unplaceable,,unplaceable
MINEIRO_74,train,unplaceable,,unplaceable
MINEIRO_75,train,unplaceable,,unplaceable
MINEIRO_79,train,unplaceable,,unplaceable
MINEIRO_81,train,unplaceable,,unplaceable
MINEIRO_82,train,unplaceable,,unplaceable
MINEIRO_83,train,unplaceable,,unplaceable
MINEIRO_84,train,unplaceable,,unplaceable
MINEIRO_85,train,unplaceable,,unplaceable
MINEIRO_86,train,unplaceable,,unplaceable
MINEIRO_87,train,unplaceable,,unplaceable
MINEIRO_90,train,unplaceable,,unplaceable
MINEIRO_91,train,unplaceable,,unplaceable
MINEIRO_93,train,unplaceable,,unplaceable
MINEIRO_94,train,unplaceable,,unplaceable
MINEIRO_97,train,unplaceable,,unplaceable
MINEIRO_98,train,unplaceable,,unplaceable
MINEIRO_99,train,unplaceable,,unplaceable
ROYA_FONDO_1,train,unplaceable,,unplaceable
ROYA_FONDO_10,train,unplaceable,,unplaceable
ROYA_FONDO_11,train,unplaceable,,unplaceable
ROYA_FONDO_13,train,unplaceable,,unplaceable
ROYA_FONDO_15,train,unplaceable,,unplaceable
ROYA_FONDO_18,train,unplaceable,,unplaceable
ROYA_FONDO_19,train,unplaceable,,unplaceable
ROYA_FONDO_2,train,unplaceable,,unplaceable
ROYA_FONDO_20,train,unplaceable,,unplaceable
ROYA_FONDO_22,train,unplaceable,,unplaceable
ROYA_FONDO_23,train,unplaceable,,unplaceable
ROYA_FONDO_24,train,unplaceable,,unplaceable
ROYA_FONDO_25,train,unplaceable,,unplaceable
ROYA_FONDO_28,train,unplaceable,,unplaceable
ROYA_FONDO_29,train,unplaceable,,unplaceable
ROYA_FONDO_3,train,unplaceable,,unplaceable
ROYA_FONDO_30,train,unplaceable,,unplaceable
ROYA_FONDO_31,train,unplaceable,,unplaceable
ROYA_FONDO_33,train,unplaceable,,unplaceable
ROYA_FONDO_36,train,unplaceable,,unplaceable
ROYA_FONDO_37,train,unplaceable,,unplaceable
ROYA_FONDO_38,train,unplaceable,,unplaceable
ROYA_FONDO_41,train,unplaceable,,unplaceable
ROYA_FONDO_42,train,unplaceable,,unplaceable
ROYA_FONDO_44,train,unplaceable,,unplaceable
ROYA_FONDO_45,train,unplaceable,,unplaceable
ROYA_FONDO_46,train,unplaceable,,unplaceable
ROYA_FONDO_47,train,unplaceable,,unplaceable
ROYA_FONDO_49,train,unplaceable,,unplaceable
ROYA_FONDO_50,train,unplaceable,,unplaceable
ROYA_FONDO_51,train,unplaceable,,unplaceable
ROYA_FONDO_53,train,unplaceable,,unplaceable
ROYA_FONDO_54,train,unplaceable,,unplaceable
ROYA_FONDO_55,train,unplaceable,,unplaceable
ROYA_FONDO_57,train,unplaceable,,unplaceable
ROYA_FONDO_58,train,unplaceable,,unplaceable
ROYA_FONDO_59,train,unplaceable,,unplaceable
ROYA_FONDO_6,train,unplaceable,,unplaceable
ROYA_FONDO_60,train,unplaceable,,unplaceable
ROYA_FONDO_62,train,unplaceable,,unplaceable
ROYA_FONDO_64,train,unplaceable,,unplaceable
ROYA_FONDO_65,train,unplaceable,,unplaceable
ROYA_FONDO_66,train,unplaceable,,unplaceable
ROYA_FONDO_67,train,unplaceable,,unplaceable
ROYA_FONDO_68,train,unplaceable,,unplaceable
ROYA_FONDO_7,train,unplaceable,,unplaceable
ROYA_FONDO_71,train,unplaceable,,unplaceable
ROYA_FONDO_72,train,unplaceable,,unplaceable
ROYA_FONDO_74,train,unplaceable,,unplaceable
ROYA_FONDO_75,train,unplaceable,,unplaceable
ROYA_FONDO_77,train,unplaceable,,unplaceable
ROYA_FONDO_79,train,unplaceable,,unplaceable
ROYA_FONDO_80,train,unplaceable,,unplaceable
ROYA_FONDO_82,train,unplaceable,,unplaceable
ROYA_FONDO_83,train,unplaceable,,unplaceable
ROYA_FONDO_84,train,unplaceable,,unplaceable
ROYA_FONDO_86,train,unplaceable,,unplaceable
ROYA_FONDO_9,train,unplaceable,,unplaceable
ROYA_FONDO_90,train,unplaceable,,unplaceable
ROYA_FONDO_92,train,unplaceable,,unplaceable
ROYA_FONDO_94,train,unplaceable,,unplaceable
ROYA_MA_10,train,unplaceable,,unplaceable
ROYA_MA_12,train,unplaceable,,unplaceable
ROYA_MA_16,train,unplaceable,,unplaceable
ROYA_MA_17,train,unplaceable,,unplaceable
ROYA_MA_18,train,unplaceable,,unplaceable
ROYA_MA_19,train,unplaceable,,unplaceable
ROYA_MA_2,train,unplaceable,,unplaceable
ROYA_MA_21,train,unplaceable,,unplaceable
ROYA_MA_22,train,unplaceable,,unplaceable
ROYA_MA_23,train,unplaceable,,unplaceable
ROYA_MA_24,train,unplaceable,,unplaceable
ROYA_MA_25,train,unplaceable,,unplaceable
ROYA_MA_26,train,unplaceable,,unplaceable
ROYA_MA_27,train,unplaceable,,unplaceable
ROYA_MA_28,train,unplaceable,,unplaceable
ROYA_MA_29,train,unplaceable,,unplaceable
ROYA_MA_3,train,unplaceable,,unplaceable
ROYA_MA_30,train,unplaceable,,unplaceable
ROYA_MA_31,train,unplaceable,,unplaceable
ROYA_MA_32,train,unplaceable,,unplaceable
ROYA_MA_34,train,unplaceable,,unplaceable
ROYA_MA_35,train,unplaceable,,unplaceable
ROYA_MA_36,train,unplaceable,,unplaceable
ROYA_MA_39,train,unplaceable,,unplaceable
ROYA_MA_4,train,unplaceable,,unplaceable
ROYA_MA_42,train,unplaceable,,unplaceable
ROYA_MA_43,train,unplaceable,,unplaceable
ROYA_MA_48,train,unplaceable,,unplaceable
ROYA_MA_49,train,unplaceable,,unplaceable
ROYA_MA_5,train,unplaceable,,unplaceable
ROYA_MA_50,train,unplaceable,,unplaceable
ROYA_MA_53,train,unplaceable,,unplaceable
ROYA_MA_54,train,unplaceable,,unplaceable
ROYA_MA_55,train,unplaceable,,unplaceable
ROYA_MA_57,train,unplaceable,,unplaceable
ROYA_MA_60,train,unplaceable,,unplaceable
ROYA_MA_7,train,unplaceable,,unplaceable
ROYA_MA_8,train,unplaceable,,unplaceable
ROYA_MA_9,train,unplaceable,,unplaceable
ROYA_Muy_A_1,train,unplaceable,,unplaceable
ROYA_Muy_A_10,train,unplaceable,,unplaceable
ROYA_Muy_A_11,train,unplaceable,,unplaceable
ROYA_Muy_A_12,train,unplaceable,,unplaceable
ROYA_Muy_A_13,train,unplaceable,,unplaceable
ROYA_Muy_A_14,train,unplaceable,,unplaceable
ROYA_Muy_A_15,train,unplaceable,,unplaceable
ROYA_Muy_A_16,train,unplaceable,,unplaceable
ROYA_Muy_A_17,train,unplaceable,,unplaceable
ROYA_Muy_A_18,train,unplaceable,,unplaceable
ROYA_Muy_A_2,train,unplaceable,,unplaceable
ROYA_Muy_A_20,train,unplaceable,,unplaceable
ROYA_Muy_A_21,train,unplaceable,,unplaceable
ROYA_Muy_A_22,train,unplaceable,,unplaceable
ROYA_Muy_A_23,train,unplaceable,,unplaceable
ROYA_Muy_A_24,train,unplaceable,,unplaceable
ROYA_Muy_A_26,train,unplaceable,,unplaceable
ROYA_Muy_A_27,train,unplaceable,,unplaceable
ROYA_Muy_A_28,train,unplaceable,,unplaceable
ROYA_Muy_A_29,train,unplaceable,,unplaceable
ROYA_Muy_A_3,train,unplaceable,,unplaceable
ROYA_Muy_A_31,train,unplaceable,,unplaceable
ROYA_Muy_A_6,train,unplaceable,,unplaceable
ROYA_Muy_A_7,train,unplaceable,,unplaceable
ROYA_Muy_A_9,train,unplaceable,,unplaceable
ROYA_P_A_10,train,unplaceable,,unplaceable
ROYA_P_A_11,train,unplaceable,,unplaceable
ROYA_P_A_13,train,unplaceable,,unplaceable
ROYA_P_A_14,train,unplaceable,,unplaceable
ROYA_P_A_15,train,unplaceable,,unplaceable
ROYA_P_A_16,train,unplaceable,,unplaceable
ROYA_P_A_17,train,unplaceable,,unplaceable
ROYA_P_A_18,train,unplaceable,,unplaceable
ROYA_P_A_19,train,unplaceable,,unplaceable
ROYA_P_A_2,train,unplaceable,,unplaceable
ROYA_P_A_20,train,unplaceable,,unplaceable
ROYA_P_A_21,train,unplaceable,,unplaceable
ROYA_P_A_23,train,unplaceable,,unplaceable
ROYA_P_A_24,train,unplaceable,,unplaceable
ROYA_P_A_27,train,unplaceable,,unplaceable
ROYA_P_A_28,train,unplaceable,,unplaceable
ROYA_P_A_29,train,unplaceable,,unplaceable
ROYA_P_A_30,train,unplaceable,,unplaceable
ROYA_P_A_31,train,unplaceable,,unplaceable
ROYA_P_A_33,train,unplaceable,,unplaceable
ROYA_P_A_34,train,unplaceable,,unplaceable
ROYA_P_A_35,train,unplaceable,,unplaceable
ROYA_P_A_36,train,unplaceable,,unplaceable
ROYA_P_A_39,train,unplaceable,,unplaceable
ROYA_P_A_4,train,unplaceable,,unplaceable
ROYA_P_A_41,train,unplaceable,,unplaceable
ROYA_P_A_43,train,unplaceable,,unplaceable
ROYA_P_A_45,train,unplaceable,,unplaceable
ROYA_P_A_46,train,unplaceable,,unplaceable
ROYA_P_A_48,train,unplaceable,,unplaceable
ROYA_P_A_49,train,unplaceable,,unplaceable
ROYA_P_A_5,train,unplaceable,,unplaceable
ROYA_P_A_50,train,unplaceable,,unplaceable
ROYA_P_A_51,train,unplaceable,,unplaceable
ROYA_P_A_52,train,unplaceable,,unplaceable
ROYA_P_A_53,train,unplaceable,,unplaceable
ROYA_P_A_54,train,unplaceable,,unplaceable
ROYA_P_A_55,train,unplaceable,,unplaceable
ROYA_P_A_56,train,unplaceable,,unplaceable
ROYA_P_A_57,train,unplaceable,,unplaceable
ROYA_P_A_59,train,unplaceable,,unplaceable
ROYA_P_A_6,train,unplaceable,,unplaceable
ROYA_P_A_60,train,unplaceable,,unplaceable
ROYA_P_A_7,train,unplaceable,,unplaceable
ROYA_P_A_8,train,unplaceable,,unplaceable
ROYA_RECORTES_10,train,unplaceable,,unplaceable
ROYA_RECORTES_101,train,unplaceable,,unplaceable
ROYA_RECORTES_103,train,unplaceable,,unplaceable
ROYA_RECORTES_104,train,unplaceable,,unplaceable
ROYA_RECORTES_106,train,unplaceable,,unplaceable
ROYA_RECORTES_107,train,unplaceable,,unplaceable
ROYA_RECORTES_108,train,unplaceable,,unplaceable
ROYA_RECORTES_109,train,unplaceable,,unplaceable
ROYA_RECORTES_110,train,unplaceable,,unplaceable
ROYA_RECORTES_12,train,unplaceable,,unplaceable
ROYA_RECORTES_13,train,unplaceable,,unplaceable
ROYA_RECORTES_14,train,unplaceable,,unplaceable
ROYA_RECORTES_15,train,unplaceable,,unplaceable
ROYA_RECORTES_16,train,unplaceable,,unplaceable
ROYA_RECORTES_17,train,unplaceable,,unplaceable
ROYA_RECORTES_18,train,unplaceable,,unplaceable
ROYA_RECORTES_19,train,unplaceable,,unplaceable
ROYA_RECORTES_2,train,unplaceable,,unplaceable
ROYA_RECORTES_20,train,unplaceable,,unplaceable
ROYA_RECORTES_21,train,unplaceable,,unplaceable
ROYA_RECORTES_23,train,unplaceable,,unplaceable
ROYA_RECORTES_24,train,unplaceable,,unplaceable
ROYA_RECORTES_25,train,unplaceable,,unplaceable
ROYA_RECORTES_26,train,unplaceable,,unplaceable
ROYA_RECORTES_27,train,unplaceable,,unplaceable
ROYA_RECORTES_29,train,unplaceable,,unplaceable
ROYA_RECORTES_3,train,unplaceable,,unplaceable
ROYA_RECORTES_31,train,unplaceable,,unplaceable
ROYA_RECORTES_33,train,unplaceable,,unplaceable
ROYA_RECORTES_35,train,unplaceable,,unplaceable
ROYA_RECORTES_39,train,unplaceable,,unplaceable
ROYA_RECORTES_41,train,unplaceable,,unplaceable
ROYA_RECORTES_42,train,unplaceable,,unplaceable
ROYA_RECORTES_44,train,unplaceable,,unplaceable
ROYA_RECORTES_45,train,unplaceable,,unplaceable
ROYA_RECORTES_46,train,unplaceable,,unplaceable
ROYA_RECORTES_49,train,unplaceable,,unplaceable
ROYA_RECORTES_50,train,unplaceable,,unplaceable
ROYA_RECORTES_51,train,unplaceable,,unplaceable
ROYA_RECORTES_53,train,unplaceable,,unplaceable
ROYA_RECORTES_54,train,unplaceable,,unplaceable
ROYA_RECORTES_57,train,unplaceable,,unplaceable
ROYA_RECORTES_58,train,unplaceable,,unplaceable
ROYA_RECORTES_59,train,unplaceable,,unplaceable
ROYA_RECORTES_6,train,unplaceable,,unplaceable
ROYA_RECORTES_60,train,unplaceable,,unplaceable
ROYA_RECORTES_62,train,unplaceable,,unplaceable
ROYA_RECORTES_64,train,unplaceable,,unplaceable
ROYA_RECORTES_65,train,unplaceable,,unplaceable
ROYA_RECORTES_67,train,unplaceable,,unplaceable
ROYA_RECORTES_69,train,unplaceable,,unplaceable
ROYA_RECORTES_7,train,unplaceable,,unplaceable
ROYA_RECORTES_71,train,unplaceable,,unplaceable
ROYA_RECORTES_72,train,unplaceable,,unplaceable
ROYA_RECORTES_73,train,unplaceable,,unplaceable
ROYA_RECORTES_74,train,unplaceable,,unplaceable
ROYA_RECORTES_76,train,unplaceable,,unplaceable
ROYA_RECORTES_77,train,unplaceable,,unplaceable
ROYA_RECORTES_8,train,unplaceable,,unplaceable
ROYA_RECORTES_80,train,unplaceable,,unplaceable
ROYA_RECORTES_81,train,unplaceable,,unplaceable
ROYA_RECORTES_82,train,unplaceable,,unplaceable
ROYA_RECORTES_83,train,unplaceable,,unplaceable
ROYA_RECORTES_85,train,unplaceable,,unplaceable
ROYA_RECORTES_86,train,unplaceable,,unplaceable
ROYA_RECORTES_87,train,unplaceable,,unplaceable
ROYA_RECORTES_88,train,unplaceable,,unplaceable
ROYA_RECORTES_89,train,unplaceable,,unplaceable
ROYA_RECORTES_9,train,unplaceable,,unplaceable
ROYA_RECORTES_90,train,unplaceable,,unplaceable
ROYA_RECORTES_91,train,unplaceable,,unplaceable
ROYA_RECORTES_92,train,unplaceable,,unplaceable
ROYA_RECORTES_93,train,unplaceable,,unplaceable
ROYA_RECORTES_95,train,unplaceable,,unplaceable
ROYA_RECORTES_96,train,unplaceable,,unplaceable
ROYA_RECORTES_98,train,unplaceable,,unplaceable
ROYA_RECORTES_99,train,unplaceable,,unplaceable
SANAS_NUEVAS_1,train,unplaceable,,unplaceable
SANAS_NUEVAS_100,train,unplaceable,,unplaceable
SANAS_NUEVAS_104,train,unplaceable,,unplaceable
SANAS_NUEVAS_105,train,unplaceable,,unplaceable
SANAS_NUEVAS_106,train,unplaceable,,unplaceable
SANAS_NUEVAS_107,train,unplaceable,,unplaceable
SANAS_NUEVAS_108,train,unplaceable,,unplaceable
SANAS_NUEVAS_109,train,unplaceable,,unplaceable
SANAS_NUEVAS_11,train,unplaceable,,unplaceable
SANAS_NUEVAS_110,train,unplaceable,,unplaceable
SANAS_NUEVAS_113,train,unplaceable,,unplaceable
SANAS_NUEVAS_115,train,unplaceable,,unplaceable
SANAS_NUEVAS_116,train,unplaceable,,unplaceable
SANAS_NUEVAS_117,train,unplaceable,,unplaceable
SANAS_NUEVAS_119,train,unplaceable,,unplaceable
SANAS_NUEVAS_12,train,unplaceable,,unplaceable
SANAS_NUEVAS_123,train,unplaceable,,unplaceable
SANAS_NUEVAS_124,train,unplaceable,,unplaceable
SANAS_NUEVAS_126,train,unplaceable,,unplaceable
SANAS_NUEVAS_127,train,unplaceable,,unplaceable
SANAS_NUEVAS_129,train,unplaceable,,unplaceable
SANAS_NUEVAS_13,train,unplaceable,,unplaceable
SANAS_NUEVAS_130,train,unplaceable,,unplaceable
SANAS_NUEVAS_131,train,unplaceable,,unplaceable
SANAS_NUEVAS_132,train,unplaceable,,unplaceable
SANAS_NUEVAS_134,train,unplaceable,,unplaceable
SANAS_NUEVAS_136,train,unplaceable,,unplaceable
SANAS_NUEVAS_137,train,unplaceable,,unplaceable
SANAS_NUEVAS_138,train,unplaceable,,unplaceable
SANAS_NUEVAS_14,train,unplaceable,,unplaceable
SANAS_NUEVAS_140,train,unplaceable,,unplaceable
SANAS_NUEVAS_142,train,unplaceable,,unplaceable
SANAS_NUEVAS_143,train,unplaceable,,unplaceable
SANAS_NUEVAS_147,train,unplaceable,,unplaceable
SANAS_NUEVAS_148,train,unplaceable,,unplaceable
SANAS_NUEVAS_15,train,unplaceable,,unplaceable
SANAS_NUEVAS_150,train,unplaceable,,unplaceable
SANAS_NUEVAS_151,train,unplaceable,,unplaceable
SANAS_NUEVAS_152,train,unplaceable,,unplaceable
SANAS_NUEVAS_153,train,unplaceable,,unplaceable
SANAS_NUEVAS_154,train,unplaceable,,unplaceable
SANAS_NUEVAS_155,train,unplaceable,,unplaceable
SANAS_NUEVAS_156,train,unplaceable,,unplaceable
SANAS_NUEVAS_158,train,unplaceable,,unplaceable
SANAS_NUEVAS_161,train,unplaceable,,unplaceable
SANAS_NUEVAS_162,train,unplaceable,,unplaceable
SANAS_NUEVAS_164,train,unplaceable,,unplaceable
SANAS_NUEVAS_165,train,unplaceable,,unplaceable
SANAS_NUEVAS_166,train,unplaceable,,unplaceable
SANAS_NUEVAS_168,train,unplaceable,,unplaceable
SANAS_NUEVAS_17,train,unplaceable,,unplaceable
SANAS_NUEVAS_170,train,unplaceable,,unplaceable
SANAS_NUEVAS_171,train,unplaceable,,unplaceable
SANAS_NUEVAS_173,train,unplaceable,,unplaceable
SANAS_NUEVAS_174,train,unplaceable,,unplaceable
SANAS_NUEVAS_175,train,unplaceable,,unplaceable
SANAS_NUEVAS_176,train,unplaceable,,unplaceable
SANAS_NUEVAS_178,train,unplaceable,,unplaceable
SANAS_NUEVAS_179,train,unplaceable,,unplaceable
SANAS_NUEVAS_180,train,unplaceable,,unplaceable
SANAS_NUEVAS_181,train,unplaceable,,unplaceable
SANAS_NUEVAS_182,train,unplaceable,,unplaceable
SANAS_NUEVAS_183,train,unplaceable,,unplaceable
SANAS_NUEVAS_184,train,unplaceable,,unplaceable
SANAS_NUEVAS_185,train,unplaceable,,unplaceable
SANAS_NUEVAS_187,train,unplaceable,,unplaceable
SANAS_NUEVAS_189,train,unplaceable,,unplaceable
SANAS_NUEVAS_19,train,unplaceable,,unplaceable
SANAS_NUEVAS_190,train,unplaceable,,unplaceable
SANAS_NUEVAS_191,train,unplaceable,,unplaceable
SANAS_NUEVAS_192,train,unplaceable,,unplaceable
SANAS_NUEVAS_193,train,unplaceable,,unplaceable
SANAS_NUEVAS_195,train,unplaceable,,unplaceable
SANAS_NUEVAS_196,train,unplaceable,,unplaceable
SANAS_NUEVAS_197,train,unplaceable,,unplaceable
SANAS_NUEVAS_198,train,unplaceable,,unplaceable
SANAS_NUEVAS_199,train,unplaceable,,unplaceable
SANAS_NUEVAS_2,train,unplaceable,,unplaceable
SANAS_NUEVAS_20,train,unplaceable,,unplaceable
SANAS_NUEVAS_201,train,unplaceable,,unplaceable
SANAS_NUEVAS_202,train,unplaceable,,unplaceable
SANAS_NUEVAS_205,train,unplaceable,,unplaceable
SANAS_NUEVAS_206,train,unplaceable,,unplaceable
SANAS_NUEVAS_207,train,unplaceable,,unplaceable
SANAS_NUEVAS_209,train,unplaceable,,unplaceable
SANAS_NUEVAS_210,train,unplaceable,,unplaceable
SANAS_NUEVAS_211,train,unplaceable,,unplaceable
SANAS_NUEVAS_212,train,unplaceable,,unplaceable
SANAS_NUEVAS_214,train,unplaceable,,unplaceable
SANAS_NUEVAS_216,train,unplaceable,,unplaceable
SANAS_NUEVAS_218,train,unplaceable,,unplaceable
SANAS_NUEVAS_219,train,unplaceable,,unplaceable
SANAS_NUEVAS_22,train,unplaceable,,unplaceable
SANAS_NUEVAS_221,train,unplaceable,,unplaceable
SANAS_NUEVAS_222,train,unplaceable,,unplaceable
SANAS_NUEVAS_224,train,unplaceable,,unplaceable
SANAS_NUEVAS_225,train,unplaceable,,unplaceable
SANAS_NUEVAS_226,train,unplaceable,,unplaceable
SANAS_NUEVAS_227,train,unplaceable,,unplaceable
SANAS_NUEVAS_228,train,unplaceable,,unplaceable
SANAS_NUEVAS_229,train,unplaceable,,unplaceable
SANAS_NUEVAS_23,train,unplaceable,,unplaceable
SANAS_NUEVAS_230,train,unplaceable,,unplaceable
SANAS_NUEVAS_231,train,unplaceable,,unplaceable
SANAS_NUEVAS_232,train,unplaceable,,unplaceable
SANAS_NUEVAS_233,train,unplaceable,,unplaceable
SANAS_NUEVAS_234,train,unplaceable,,unplaceable
SANAS_NUEVAS_236,train,unplaceable,,unplaceable
SANAS_NUEVAS_237,train,unplaceable,,unplaceable
SANAS_NUEVAS_239,train,unplaceable,,unplaceable
SANAS_NUEVAS_24,train,unplaceable,,unplaceable
SANAS_NUEVAS_240,train,unplaceable,,unplaceable
SANAS_NUEVAS_242,train,unplaceable,,unplaceable
SANAS_NUEVAS_243,train,unplaceable,,unplaceable
SANAS_NUEVAS_244,train,unplaceable,,unplaceable
SANAS_NUEVAS_245,train,unplaceable,,unplaceable
SANAS_NUEVAS_246,train,unplaceable,,unplaceable
SANAS_NUEVAS_247,train,unplaceable,,unplaceable
SANAS_NUEVAS_248,train,unplaceable,,unplaceable
SANAS_NUEVAS_25,train,unplaceable,,unplaceable
SANAS_NUEVAS_251,train,unplaceable,,unplaceable
SANAS_NUEVAS_253,train,unplaceable,,unplaceable
SANAS_NUEVAS_254,train,unplaceable,,unplaceable
SANAS_NUEVAS_256,train,unplaceable,,unplaceable
SANAS_NUEVAS_258,train,unplaceable,,unplaceable
SANAS_NUEVAS_259,train,unplaceable,,unplaceable
SANAS_NUEVAS_26,train,unplaceable,,unplaceable
SANAS_NUEVAS_260,train,unplaceable,,unplaceable
SANAS_NUEVAS_262,train,unplaceable,,unplaceable
SANAS_NUEVAS_265,train,unplaceable,,unplaceable
SANAS_NUEVAS_267,train,unplaceable,,unplaceable
SANAS_NUEVAS_268,train,unplaceable,,unplaceable
SANAS_NUEVAS_27,train,unplaceable,,unplaceable
SANAS_NUEVAS_270,train,unplaceable,,unplaceable
SANAS_NUEVAS_271,train,unplaceable,,unplaceable
SANAS_NUEVAS_272,train,unplaceable,,unplaceable
SANAS_NUEVAS_274,train,unplaceable,,unplaceable
SANAS_NUEVAS_275,train,unplaceable,,unplaceable
SANAS_NUEVAS_276,train,unplaceable,,unplaceable
SANAS_NUEVAS_277,train,unplaceable,,unplaceable
SANAS_NUEVAS_280,train,unplaceable,,unplaceable
SANAS_NUEVAS_281,train,unplaceable,,unplaceable
SANAS_NUEVAS_282,train,unplaceable,,unplaceable
SANAS_NUEVAS_287,train,unplaceable,,unplaceable
SANAS_NUEVAS_288,train,unplaceable,,unplaceable
SANAS_NUEVAS_290,train,unplaceable,,unplaceable
SANAS_NUEVAS_291,train,unplaceable,,unplaceable
SANAS_NUEVAS_293,train,unplaceable,,unplaceable
SANAS_NUEVAS_294,train,unplaceable,,unplaceable
SANAS_NUEVAS_295,train,unplaceable,,unplaceable
SANAS_NUEVAS_297,train,unplaceable,,unplaceable
SANAS_NUEVAS_298,train,unplaceable,,unplaceable
SANAS_NUEVAS_3,train,unplaceable,,unplaceable
SANAS_NUEVAS_30,train,unplaceable,,unplaceable
SANAS_NUEVAS_301,train,unplaceable,,unplaceable
SANAS_NUEVAS_302,train,unplaceable,,unplaceable
SANAS_NUEVAS_303,train,unplaceable,,unplaceable
SANAS_NUEVAS_304,train,unplaceable,,unplaceable
SANAS_NUEVAS_306,train,unplaceable,,unplaceable
SANAS_NUEVAS_307,train,unplaceable,,unplaceable
SANAS_NUEVAS_309,train,unplaceable,,unplaceable
SANAS_NUEVAS_31,train,unplaceable,,unplaceable
SANAS_NUEVAS_310,train,unplaceable,,unplaceable
SANAS_NUEVAS_313,train,unplaceable,,unplaceable
SANAS_NUEVAS_314,train,unplaceable,,unplaceable
SANAS_NUEVAS_316,train,unplaceable,,unplaceable
SANAS_NUEVAS_318,train,unplaceable,,unplaceable
SANAS_NUEVAS_319,train,unplaceable,,unplaceable
SANAS_NUEVAS_32,train,unplaceable,,unplaceable
SANAS_NUEVAS_320,train,unplaceable,,unplaceable
SANAS_NUEVAS_323,train,unplaceable,,unplaceable
SANAS_NUEVAS_324,train,unplaceable,,unplaceable
SANAS_NUEVAS_325,train,unplaceable,,unplaceable
SANAS_NUEVAS_326,train,unplaceable,,unplaceable
SANAS_NUEVAS_327,train,unplaceable,,unplaceable
SANAS_NUEVAS_328,train,unplaceable,,unplaceable
SANAS_NUEVAS_329,train,unplaceable,,unplaceable
SANAS_NUEVAS_33,train,unplaceable,,unplaceable
SANAS_NUEVAS_330,train,unplaceable,,unplaceable
SANAS_NUEVAS_335,train,unplaceable,,unplaceable
SANAS_NUEVAS_336,train,unplaceable,,unplaceable
SANAS_NUEVAS_337,train,unplaceable,,unplaceable
SANAS_NUEVAS_338,train,unplaceable,,unplaceable
SANAS_NUEVAS_339,train,unplaceable,,unplaceable
SANAS_NUEVAS_340,train,unplaceable,,unplaceable
SANAS_NUEVAS_341,train,unplaceable,,unplaceable
SANAS_NUEVAS_343,train,unplaceable,,unplaceable
SANAS_NUEVAS_345,train,unplaceable,,unplaceable
SANAS_NUEVAS_346,train,unplaceable,,unplaceable
SANAS_NUEVAS_347,train,unplaceable,,unplaceable
SANAS_NUEVAS_348,train,unplaceable,,unplaceable
SANAS_NUEVAS_35,train,unplaceable,,unplaceable
SANAS_NUEVAS_351,train,unplaceable,,unplaceable
SANAS_NUEVAS_353,train,unplaceable,,unplaceable
SANAS_NUEVAS_354,train,unplaceable,,unplaceable
SANAS_NUEVAS_356,train,unplaceable,,unplaceable
SANAS_NUEVAS_357,train,unplaceable,,unplaceable
SANAS_NUEVAS_358,train,unplaceable,,unplaceable
SANAS_NUEVAS_359,train,unplaceable,,unplaceable
SANAS_NUEVAS_36,train,unplaceable,,unplaceable
SANAS_NUEVAS_360,train,unplaceable,,unplaceable
SANAS_NUEVAS_361,train,unplaceable,,unplaceable
SANAS_NUEVAS_364,train,unplaceable,,unplaceable
SANAS_NUEVAS_366,train,unplaceable,,unplaceable
SANAS_NUEVAS_367,train,unplaceable,,unplaceable
SANAS_NUEVAS_369,train,unplaceable,,unplaceable
SANAS_NUEVAS_371,train,unplaceable,,unplaceable
SANAS_NUEVAS_372,train,unplaceable,,unplaceable
SANAS_NUEVAS_376,train,unplaceable,,unplaceable
SANAS_NUEVAS_378,train,unplaceable,,unplaceable
SANAS_NUEVAS_379,train,unplaceable,,unplaceable
SANAS_NUEVAS_380,train,unplaceable,,unplaceable
SANAS_NUEVAS_381,train,unplaceable,,unplaceable
SANAS_NUEVAS_382,train,unplaceable,,unplaceable
SANAS_NUEVAS_383,train,unplaceable,,unplaceable
SANAS_NUEVAS_384,train,unplaceable,,unplaceable
SANAS_NUEVAS_386,train,unplaceable,,unplaceable
SANAS_NUEVAS_387,train,unplaceable,,unplaceable
SANAS_NUEVAS_388,train,unplaceable,,unplaceable
SANAS_NUEVAS_389,train,unplaceable,,unplaceable
SANAS_NUEVAS_39,train,unplaceable,,unplaceable
SANAS_NUEVAS_391,train,unplaceable,,unplaceable
SANAS_NUEVAS_392,train,unplaceable,,unplaceable
SANAS_NUEVAS_393,train,unplaceable,,unplaceable
SANAS_NUEVAS_394,train,unplaceable,,unplaceable
SANAS_NUEVAS_395,train,unplaceable,,unplaceable
SANAS_NUEVAS_396,train,unplaceable,,unplaceable
