img_a_path,img_a_split,img_a_stem,img_a_prefix,img_a_source,img_b_path,img_b_split,img_b_stem,img_b_prefix,img_b_source,label_count_a_roya,label_count_a_coco,label_count_a_minador,label_count_b_roya,label_count_b_coco,label_count_b_minador,phash_dist,dhash_dist,cosine_sim,sift_inliers,containment_a_in_b,containment_b_in_a
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\ROYA_FONDO_85.jpg,test,ROYA_FONDO_85,ROYA,"{'filename': 'ROYA_FONDO_85.jpg', 'split': 'val', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': 'c4fe2c504754347f55f7d1cdebfdda44d9efb373c3c9c777b9877e05565bc7c4', 'n_annotations': '51', 'class_ids_present': '0', 'width': '704', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_9.jpg,train,ROYA_FONDO_9,ROYA,"{'filename': 'ROYA_FONDO_9.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '51299f3a93e95d28dfe72b9e53ff48fc1229d0ae2e208c3a039db636b1f25447', 'n_annotations': '4', 'class_ids_present': '0', 'width': '576', 'height': '960'}",51,0,0,4,0,0,-1,-1,0.9208502769470215,8,0.0010456933,0.0008555672
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_Muy_A_53.jpg,train,COCO_Muy_A_53,COCO,"{'filename': 'COCO_Muy_A_53.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '64787b253c6a48421dbef280ba599c31f3858dd13909ad338a1c659ed8f923a0', 'n_annotations': '43', 'class_ids_present': '1', 'width': '960', 'height': '512'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINEIRO_17.jpg,val,MINEIRO_17,MINEIRO,"{'filename': 'MINEIRO_17.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': 'db1bf145520fabf1503321630e165a23a020ed4d7a526123c5fc48c671c31c54', 'n_annotations': '12', 'class_ids_present': '3', 'width': '512', 'height': '960'}",0,43,0,0,0,12,18,12,-1.0,8,1.8278757e-07,1.8278757e-07
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_Muy_A_9.jpg,train,COCO_Muy_A_9,COCO,"{'filename': 'COCO_Muy_A_9.jpg', 'split': 'test', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '8fa61b8a9f0b8727d90b249e0908a2abd4cdde7a82fa4875a9b4edda4255728c', 'n_annotations': '20', 'class_ids_present': '1', 'width': '512', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_M_A_5.jpg,val,COCO_M_A_5,COCO,"{'filename': 'COCO_M_A_5.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '73d70dc8ae3973f9b700ff7441dc5bb052a67816c7adee8ea675e2795cfa3180', 'n_annotations': '17', 'class_ids_present': '0;1', 'width': '512', 'height': '960'}",0,20,0,1,16,0,-1,-1,0.9039956331253052,8,8.111e-05,8.111e-05
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_27.jpg,train,SANAS_NUEVAS_27,SANAS,"{'filename': 'SANAS_NUEVAS_27.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '173c52d8d295957fc384efc8a35f5df246bb319d8d2ae0fdacceaeb5f297aebf', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '704'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_P_A_49.jpg,val,COCO_P_A_49,COCO,"{'filename': 'COCO_P_A_49.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '6846a0227dd4c36b4bd471698f45abcfbb11d59184d71e0ca21128169ec52330', 'n_annotations': '9', 'class_ids_present': '1', 'width': '960', 'height': '448'}",0,0,0,0,9,0,-1,-1,0.9071336984634399,8,0.0005515436,0.0003509823
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINEIRO_143.jpg,train,MINEIRO_188,MINEIRO,"{'filename': 'MINEIRO_188.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '02f4c13640272d8460e9a6dae01aac63bed99364249d293ab953d76af17ce53c', 'n_annotations': '7', 'class_ids_present': '3', 'width': '960', 'height': '512'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_188.jpg,test,MINEIRO_143,MINEIRO,"{'filename': 'MINEIRO_143.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '0aa2b9f5e46f796ce1668e2f392bd0761e5f44a1eb71ace05dd51d8a75718c21', 'n_annotations': '7', 'class_ids_present': '3', 'width': '640', 'height': '960'}",0,0,7,0,0,7,28,11,-1.0,8,7.6134997e-06,6.0908e-06
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_511.jpg,train,SANAS_SOCORRO_511,SANAS,"{'filename': 'SANAS_SOCORRO_511.jpg', 'split': 'test', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'c368476a80f7c497a3196a4375311ab7b9f23d5d017f7d621c99ac9dae4e69ef', 'n_annotations': '0', 'class_ids_present': '', 'width': '704', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_59.jpg,val,SANAS_SOCORRO_59,SANAS,"{'filename': 'SANAS_SOCORRO_59.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'a980d707632053b295271e75e8ec9da065abf4b53993100ecb524481c451a19f', 'n_annotations': '0', 'class_ids_present': '', 'width': '448', 'height': '960'}",0,0,0,0,0,0,-1,-1,0.9446308612823486,8,0.0025022507,0.0015923413
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADO_RECORTES_22.jpg,test,MINADO_RECORTES_22,MINADO,"{'filename': 'MINADO_RECORTES_22.jpg', 'split': 'val', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': 'af17e595f075e2a364d989da65e7d858f6f835da7cf396da53aa9d7945c28bb1', 'n_annotations': '4', 'class_ids_present': '3', 'width': '647', 'height': '415'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_73.jpg,train,MINADO_RECORTES_73,MINADO,"{'filename': 'MINADO_RECORTES_73.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '8cb0c2a6a2b4cd5b631d78ffabf73011f0e33c9b58fae329545673c7b091eea2', 'n_annotations': '2', 'class_ids_present': '3', 'width': '573', 'height': '357'}",0,0,4,0,0,2,-1,-1,0.8605226278305054,8,9.379843e-05,7.14605e-05
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_76.jpg,test,SANAS_NUEVAS_76,SANAS,"{'filename': 'SANAS_NUEVAS_76.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '9cae43bc2a6eeb04d887599e75bfa8b07f846e2ff73d7cb5cabce291d760547e', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '768'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_189.jpg,train,SANAS_NUEVAS_189,SANAS,"{'filename': 'SANAS_NUEVAS_189.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'a77db68ddf3e8416cae8f62074e10b0f1f65cdc6ac7bdc2f4e49c75ca0a61763', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '768'}",0,0,0,0,0,0,-1,-1,0.9042784571647644,8,0.00026110542,0.00026110542
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADO_RECORTES_22.jpg,test,MINADO_RECORTES_22,MINADO,"{'filename': 'MINADO_RECORTES_22.jpg', 'split': 'val', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': 'af17e595f075e2a364d989da65e7d858f6f835da7cf396da53aa9d7945c28bb1', 'n_annotations': '4', 'class_ids_present': '3', 'width': '647', 'height': '415'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_80.jpg,train,MINADO_RECORTES_80,MINADO,"{'filename': 'MINADO_RECORTES_80.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '5d98821494074a9e33565edd649552a0ea1a64e9b22a0b4f52998745027a1635', 'n_annotations': '2', 'class_ids_present': '3', 'width': '393', 'height': '428'}",0,0,4,0,0,2,-1,-1,0.8622820377349854,8,2.2944609e-05,1.4373569e-05
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_71.jpg,train,SANAS_NUEVAS_71,SANAS,"{'filename': 'SANAS_NUEVAS_71.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'b008dbbdc75283c905dfc473a82cda12afa28acffbc200fb0e48e998318ba82d', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '832'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_21.jpg,val,SANAS_NUEVAS_21,SANAS,"{'filename': 'SANAS_NUEVAS_21.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'a287e72b594e0045a525a5ee8023e4ac97fbacd2d46983a3b0982df214805708', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '832'}",0,0,0,0,0,0,-1,-1,0.9359802007675171,8,1.2911283e-06,1.2911283e-06
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_181.jpg,train,MINEIRO_181,MINEIRO,"{'filename': 'MINEIRO_181.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '0567f6b45edae4cecd3d18fca2e6671bc2feb91de436804522a008347be7ee35', 'n_annotations': '9', 'class_ids_present': '3', 'width': '512', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADOR_72.jpg,val,MINADOR_72,MINADOR,"{'filename': 'MINADOR_72.jpg', 'split': 'val', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '751b8041d58eb96ef3b2b33b3634fa1e27292f04f8da573a3a2dfbef8c264373', 'n_annotations': '8', 'class_ids_present': '3', 'width': '512', 'height': '960'}",0,0,9,0,0,8,-1,-1,0.9115430116653442,8,0.0,0.0
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_11.jpg,train,COCO_M_A_11,COCO,"{'filename': 'COCO_M_A_11.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'fc3f40f31ec6ab9234f1caa1834161ea4ad9548311b7db9d55f121b32c65162a', 'n_annotations': '17', 'class_ids_present': '1', 'width': '960', 'height': '704'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_P_A_2.jpg,val,COCO_P_A_2,COCO,"{'filename': 'COCO_P_A_2.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '7e8ef300434aad65bbedce408f135845235755ae216ff59137c2c3795b299045', 'n_annotations': '6', 'class_ids_present': '1', 'width': '960', 'height': '512'}",0,17,0,0,6,0,-1,-1,0.8546243906021118,8,1.1173884e-05,8.126462e-06
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_Muy_A_19.jpg,test,COCO_Muy_A_19,COCO,"{'filename': 'COCO_Muy_A_19.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '2bf05576a3575245ab518154009a9ad1c1b6d833994b57ae95c4927b64793a85', 'n_annotations': '16', 'class_ids_present': '1', 'width': '960', 'height': '704'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_72.jpg,train,COCO_M_A_72,COCO,"{'filename': 'COCO_M_A_72.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '8e5f0bf73a68de7592edae604315bc4a9582136ad1650df0fbd31d321637dc5a', 'n_annotations': '14', 'class_ids_present': '1', 'width': '960', 'height': '704'}",0,16,0,0,14,0,-1,-1,0.8659520149230957,8,0.03595877,0.03595877
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADO_RECORTES_48.jpg,test,MINADO_RECORTES_48,MINADO,"{'filename': 'MINADO_RECORTES_48.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '82f2a7e130e07d4cf0faaddc819529b358daf13b49e8430566c938c3f56e0eed', 'n_annotations': '4', 'class_ids_present': '3', 'width': '737', 'height': '547'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_7.jpg,train,MINADO_RECORTES_7,MINADO,"{'filename': 'MINADO_RECORTES_7.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': 'a38ae63fb9bd139f6c9de9e3a1d613c32bfc4cabf2a96cd4f3785146788b9c69', 'n_annotations': '4', 'class_ids_present': '3', 'width': '705', 'height': '419'}",0,0,4,0,0,4,-1,-1,0.8767832517623901,8,5.2895277e-08,3.8758344e-08
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADOR_52.jpg,train,MINEIRO_105,MINEIRO,"{'filename': 'MINEIRO_105.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': 'f69255c7b0ed63e08de2e93f744ac999dc99316465fb5fee637b5a7de3a99f29', 'n_annotations': '10', 'class_ids_present': '3', 'width': '512', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_105.jpg,test,MINADOR_52,MINADOR,"{'filename': 'MINADOR_52.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '2b8ff69e60c7bbe8ce39f1d775d4544e88f301d6374af4111e5fdb3f921031b2', 'n_annotations': '8', 'class_ids_present': '3', 'width': '512', 'height': '960'}",0,0,10,0,0,8,26,11,-1.0,8,2.3841858e-08,2.3841858e-08
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_125.jpg,test,SANAS_NUEVAS_125,SANAS,"{'filename': 'SANAS_NUEVAS_125.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '1ce4354c3b2fd1a1aec85bffdd87f930c9ba007f7275d69e81b3b6a8957eb21e', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '640'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_80.jpg,val,SANAS_NUEVAS_80,SANAS,"{'filename': 'SANAS_NUEVAS_80.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '7b7a213ce2409ad72ad2de0806ded6a50c32f35cca0ccaca11998d83d0230589', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '512'}",0,0,0,0,0,0,-1,-1,0.9080641269683838,8,5.7099263e-05,4.567941e-05
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADOR_52.jpg,train,COCO_Muy_A_68,COCO,"{'filename': 'COCO_Muy_A_68.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '5d769c829bcfa66071b2d0361b62024d32945d4de5f0cb69f99eabf60462049c', 'n_annotations': '22', 'class_ids_present': '1', 'width': '640', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_Muy_A_68.jpg,test,MINADOR_52,MINADOR,"{'filename': 'MINADOR_52.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '2b8ff69e60c7bbe8ce39f1d775d4544e88f301d6374af4111e5fdb3f921031b2', 'n_annotations': '8', 'class_ids_present': '3', 'width': '512', 'height': '960'}",0,22,0,0,0,8,20,11,-1.0,8,2.4998983e-05,3.124873e-05
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_453.jpg,train,SANAS_NUEVAS_453,SANAS,"{'filename': 'SANAS_NUEVAS_453.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '1c4bcf3809e28009c4eecf858bbc4f03b4550e3bca910d0ebc3ad4e41f4a3d82', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '832'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_606.jpg,val,SANAS_NUEVAS_606,SANAS,"{'filename': 'SANAS_NUEVAS_606.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '19344475c9ce5448387b7c05dc977b7d52c2453b047c573b702f11b0d3855117', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '640'}",0,0,0,0,0,0,-1,-1,0.9512340426445007,8,5.3504307e-05,4.115716e-05
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_88.jpg,train,COCO_M_A_88,COCO,"{'filename': 'COCO_M_A_88.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '4d411988105d6b8e5acbec0216007558fc3430b2ac8ec9a3ad5e3e1e04159291', 'n_annotations': '7', 'class_ids_present': '1', 'width': '960', 'height': '704'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_421.jpg,val,SANAS_NUEVAS_421,SANAS,"{'filename': 'SANAS_NUEVAS_421.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'd8256a74590243ff626ab8bd9647d4464f9cc6fdc04b7f060e87623a97d2809b', 'n_annotations': '0', 'class_ids_present': '', 'width': '768', 'height': '960'}",0,7,0,0,0,0,-1,-1,0.9220245480537415,7,2.1192763e-08,2.3119377e-08
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_Muy_A_70.jpg,test,COCO_Muy_A_70,COCO,"{'filename': 'COCO_Muy_A_70.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'd3b046ffffe63f14d26a90ce99c9075634129995d191ab9858351aa801050a22', 'n_annotations': '33', 'class_ids_present': '0;1', 'width': '576', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_61.jpg,train,COCO_M_A_61,COCO,"{'filename': 'COCO_M_A_61.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '5e2ecf9cf066da467a7f3e251ba9091ccaf1e8a8041cc8dd419e8b43964a678d', 'n_annotations': '17', 'class_ids_present': '1', 'width': '576', 'height': '960'}",2,31,0,0,17,0,-1,-1,0.9083003401756287,7,0.0017926163,0.0017926163
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_P_A_33.jpg,test,COCO_P_A_33,COCO,"{'filename': 'COCO_P_A_33.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '7873b91bb797f7588a02634eee35bbfc4b386645e720f901ec9a5bf65884b470', 'n_annotations': '7', 'class_ids_present': '1', 'width': '640', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_P_A_2.jpg,val,COCO_P_A_2,COCO,"{'filename': 'COCO_P_A_2.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '7e8ef300434aad65bbedce408f135845235755ae216ff59137c2c3795b299045', 'n_annotations': '6', 'class_ids_present': '1', 'width': '960', 'height': '512'}",0,7,0,0,6,0,-1,-1,0.9137275218963623,7,1.1738141e-05,9.390513e-06
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADO_RECORTES_40.jpg,test,MINADO_RECORTES_40,MINADO,"{'filename': 'MINADO_RECORTES_40.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': 'cb3dbc0a7442ebc9fe30eba67d81f141b51e9b826c4dea30122e65413688b43d', 'n_annotations': '6', 'class_ids_present': '3', 'width': '630', 'height': '489'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_115.jpg,train,MINADO_RECORTES_115,MINADO,"{'filename': 'MINADO_RECORTES_115.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '4149aba694cb1b8613b55208d74a953965cadf2c0d0fc344bd01eab0e297067e', 'n_annotations': '6', 'class_ids_present': '3', 'width': '631', 'height': '585'}",0,0,6,0,0,6,-1,-1,0.9044706225395203,7,0.66945547,0.8021535
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_43.jpg,train,MINEIRO_43,MINEIRO,"{'filename': 'MINEIRO_43.jpg', 'split': 'test', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '68f56ae8458c35f20696a6c4ce24ca810b86e10828f60f034ec91f718d54ef54', 'n_annotations': '4', 'class_ids_present': '3', 'width': '960', 'height': '512'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADOR_18.jpg,val,MINADOR_18,MINADOR,"{'filename': 'MINADOR_18.jpg', 'split': 'train', 'inferred_source': 'rust_and_leaf_miner', 'provenance_evidence': 'declared_by_author', 'sha256': '7333e6e9143a70fc225fafd372efb4622bc2f1723db1d28b1e31dc7172b8d358', 'n_annotations': '5', 'class_ids_present': '3', 'width': '960', 'height': '512'}",0,0,4,0,0,5,-1,-1,0.9152246713638306,7,0.005672375,0.005672375
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_93.jpg,train,COCO_M_A_93,COCO,"{'filename': 'COCO_M_A_93.jpg', 'split': 'test', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '870b99604d6545ff3c169386dca26f9656821da4a8ef9c270af981bfd1d6229b', 'n_annotations': '17', 'class_ids_present': '0;1', 'width': '576', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_Muy_A_85.jpg,val,COCO_Muy_A_85,COCO,"{'filename': 'COCO_Muy_A_85.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '4c5c2663cc7dbd730208e56943b74424337e8d95a2999fc12c87967036e04ad4', 'n_annotations': '72', 'class_ids_present': '0;1', 'width': '576', 'height': '960'}",1,16,0,2,70,0,-1,-1,0.9242490530014038,7,0.08316105,0.08316105
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_M_A_57.jpg,test,COCO_M_A_57,COCO,"{'filename': 'COCO_M_A_57.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'd97ca26f7fe269b0591a3c11cc1e2543f9b94b0bf97c6dabc2a7a20b60d46cf8', 'n_annotations': '31', 'class_ids_present': '0;1', 'width': '640', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_78.jpg,train,COCO_M_A_78,COCO,"{'filename': 'COCO_M_A_78.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'a6d46e978bdc2f4cac83eb292724ac93338dee5727d25cb4ead5c62ef41a9235', 'n_annotations': '8', 'class_ids_present': '1', 'width': '512', 'height': '960'}",1,30,0,0,8,0,-1,-1,0.9195888638496399,7,0.00424879,0.003399032
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_62.jpg,train,SANAS_NUEVAS_62,SANAS,"{'filename': 'SANAS_NUEVAS_62.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'd3b87b459019a0d2a1b73a9a8b442eb524efcda801100a253e9d8c2a4919d6ba', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '704'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_114.jpg,val,SANAS_NUEVAS_114,SANAS,"{'filename': 'SANAS_NUEVAS_114.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '371b4ac54bf85d012df51acfc12388593ddfa9d63a491c2773b0a993e31f2ff8', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '640'}",0,0,0,0,0,0,-1,-1,0.9196974039077759,7,1.0159811e-05,9.2361915e-06
